spectrum,cluster,map_file,Fe,Ca,K,Ti,Mn,S,Si,P
FeXANES_GT5_flaky2_FeXRD_11.001,2,2x2_10um_flaky_2_001.h5,11638.5029296875,301.470703125,135.65489196777344,471.29266357421875,458.2234802246094,9.045767784118652,5.02488899230957,4.020218372344971
FeXANES_GT5_flaky2_FeXRD_12.001,2,2x2_10um_flaky_2_001.h5,30019.185546875,86.6854248046875,379.979248046875,350.7699890136719,114.91203308105469,7.05559778213501,12.095073699951172,5.039132118225098
FeXANES_GT5_flaky2_FeXRD_13.001,2,2x2_10um_flaky_2_001.h5,31766.884765625,84.69776916503906,398.2877197265625,334.76214599609375,159.32118225097656,5.04140043258667,11.091445922851562,3.025003671646118
FeXANES_GT5_flaky2_FeXRD_14.001,2,2x2_10um_flaky_2_001.h5,28767.982421875,82.63613891601562,342.63677978515625,367.8209228515625,136.0496063232422,8.060516357421875,6.046167850494385,3.023624897003174
FeXANES_GT5_flaky2_FeXRD_15.001,2,2x2_10um_flaky_2_001.h5,21351.9375,563.6614379882812,192.24949645996094,609.960205078125,213.39773559570312,11.072659492492676,11.071890830993652,9.059415817260742
FeXANES_GT5_flaky2_FeXRD_16.001,2,2x2_10um_flaky_2_001.h5,20485.0078125,515.279296875,185.1727752685547,542.4330444335938,241.54534912109375,8.05260944366455,6.038356781005859,5.0310468673706055
FeXANES_GT5_flaky2_FeXRD_17.001,1,2x2_10um_flaky_2_001.h5,22832.2109375,926.4484252929688,168.17335510253906,1137.9425048828125,377.632080078125,11.077255249023438,14.098017692565918,9.063594818115234
FeXANES_GT5_flaky2_FeXRD_18.001,1,2x2_10um_flaky_2_001.h5,22045.6015625,908.1561889648438,170.15673828125,1075.3115234375,366.4936218261719,6.04148006439209,9.061371803283691,5.033799171447754
FeXANES_GT5_flaky2_FeXRD_2.001,1,2x2_10um_flaky_2_001.h5,19229.111328125,2741.817626953125,103.67823791503906,611.9810180664062,506.2873229980469,5.032942771911621,8.051694869995117,12.079899787902832
FeXANES_GT5_flaky2_FeXRD_3.001,2,2x2_10um_flaky_2_001.h5,17075.962890625,657.8222045898438,211.22210693359375,664.8564453125,351.03778076171875,8.04764175415039,9.05357837677002,4.023314476013184
FeXANES_GT5_flaky2_FeXRD_4.001,1,2x2_10um_flaky_2_001.h5,31084.998046875,383.2292785644531,152.2808837890625,1763.883544921875,450.8016052246094,7.059410572052002,4.033614158630371,10.08507251739502
FeXANES_GT5_flaky2_FeXRD_5.001,2,2x2_10um_flaky_2_001.h5,39765.1484375,182.9573516845703,178.91323852539062,4918.595703125,1771.945556640625,6.065235614776611,12.129995346069336,8.086322784423828
FeXANES_GT5_flaky2_FeXRD_6.001,1,2x2_10um_flaky_2_001.h5,18267.966796875,1374.267333984375,150.92018127441406,304.8352966308594,282.70611572265625,5.030284881591797,12.073305130004883,6.036849021911621
FeXANES_GT5_flaky2_FeXRD_7.001,1,2x2_10um_flaky_2_001.h5,19199.376953125,851.20166015625,166.0162811279297,285.7482604980469,235.436767578125,10.061161994934082,9.055133819580078,5.030637264251709
FeXANES_GT5_flaky2_FeXRD_8.001,1,2x2_10um_flaky_2_001.h5,16346.28515625,1289.3773193359375,139.80430603027344,298.7017517089844,266.5220642089844,4.021635055541992,8.046245574951172,9.052347183227539
FeXANES_GT5_flaky2_Fe_1.001,1,2x2_10um_flaky_2_001.h5,65589.96875,484.30859375,128.94375610351562,3777.98388671875,929.0259399414062,19.29179573059082,21.324115753173828,11.171211242675781
FeXANES_GT5_flaky2_Fe_10.001,2,2x2_10um_flaky_2_001.h5,24235.662109375,126.8808364868164,112.78292846679688,783.4266967773438,373.5902099609375,5.0360107421875,5.034437656402588,3.020385265350342
FeXANES_GT5_flaky2_Fe_11.001,4,2x2_10um_flaky_2_001.h5,81034.3984375,489.9173889160156,350.36212158203125,3832.44873046875,927.0864868164062,25.460933685302734,21.398212432861328,13.229025840759277
FeXANES_GT5_flaky2_Fe_12.001,4,2x2_10um_flaky_2_001.h5,55924.77734375,393.2372131347656,289.82806396484375,2222.787353515625,570.6296997070312,18.251188278198242,17.233745574951172,8.101744651794434
FeXANES_GT5_flaky2_Fe_13.001,4,2x2_10um_flaky_2_001.h5,85467.5078125,794.4439697265625,171.32814025878906,6532.76220703125,1135.0419921875,12.236358642578125,22.43533706665039,10.196678161621094
FeXANES_GT5_flaky2_Fe_14.001,4,2x2_10um_flaky_2_001.h5,103312.9921875,656.669921875,216.16680908203125,13067.3134765625,1478.25732421875,21.510799407958984,26.619916915893555,18.432741165161133
FeXANES_GT5_flaky2_Fe_15.001,4,2x2_10um_flaky_2_001.h5,105264.1328125,414.8183898925781,102.41873931884766,10454.548828125,1279.1759033203125,37.893165588378906,25.609352111816406,13.314285278320312
FeXANES_GT5_flaky2_Fe_16.001,4,2x2_10um_flaky_2_001.h5,88718.2265625,562.4708251953125,81.67118835449219,8667.6044921875,1190.261474609375,19.393184661865234,22.460317611694336,14.291681289672852
FeXANES_GT5_flaky2_Fe_167.001,4,2x2_10um_flaky_2_001.h5,77876.2890625,499.95318603515625,146.63192749023438,7265.75146484375,981.5127563476562,20.363571166992188,21.38231658935547,6.10891580581665
FeXANES_GT5_flaky2_Fe_18.001,4,2x2_10um_flaky_2_001.h5,63682.984375,143.19821166992188,78.20104217529297,4706.08251953125,1202.43408203125,22.34044075012207,16.248083114624023,5.077671051025391
FeXANES_GT5_flaky2_Fe_19.001,5,2x2_10um_flaky_2_001.h5,42391.0,166.79933166503906,211.28192138671875,3806.030029296875,604.5135498046875,9.098505020141602,14.151251792907715,7.0765252113342285
FeXANES_GT5_flaky2_Fe_2.001,5,2x2_10um_flaky_2_001.h5,42067.2109375,1447.9967041015625,98.0179214477539,390.0487976074219,480.9891052246094,11.115394592285156,11.112750053405762,12.125672340393066
FeXANES_GT5_flaky2_Fe_20.001,3,2x2_10um_flaky_2_001.h5,28691.734375,318.4938659667969,209.6447296142578,1162.1014404296875,542.2498779296875,9.071221351623535,9.071677207946777,3.024155855178833
FeXANES_GT5_flaky2_Fe_21.001,5,2x2_10um_flaky_2_001.h5,47374.0390625,293.4473876953125,124.46131134033203,4258.9970703125,707.292236328125,8.095026016235352,10.118528366088867,9.106953620910645
FeXANES_GT5_flaky2_Fe_23.001,2,2x2_10um_flaky_2_001.h5,28364.623046875,139.039794921875,117.88093566894531,249.8676300048828,246.8494873046875,6.044488430023193,8.06002426147461,6.045825481414795
FeXANES_GT5_flaky2_Fe_24.001,2,2x2_10um_flaky_2_001.h5,26702.259765625,109.79195404052734,110.79471588134766,331.3989562988281,417.0246887207031,9.06657600402832,8.058111190795898,6.044454574584961
FeXANES_GT5_flaky2_Fe_25.001,2,2x2_10um_flaky_2_001.h5,21734.267578125,119.77127838134766,137.88726806640625,466.0077819824219,262.6977844238281,4.026846408843994,10.065705299377441,4.025350570678711
FeXANES_GT5_flaky2_Fe_26.001,2,2x2_10um_flaky_2_001.h5,19527.640625,123.7449951171875,142.85670471191406,293.77142333984375,152.9276123046875,2.011579990386963,4.024287223815918,6.0373735427856445
FeXANES_GT5_flaky2_Fe_27.001,2,2x2_10um_flaky_2_001.h5,17305.87890625,137.7657928466797,125.70606994628906,281.5765075683594,121.68836212158203,6.034206390380859,3.0171713829040527,3.0176684856414795
FeXANES_GT5_flaky2_Fe_28.001,2,2x2_10um_flaky_2_001.h5,31171.876953125,213.73260498046875,166.34759521484375,371.0050354003906,311.53070068359375,12.098097801208496,7.0570387840271,9.074254989624023
FeXANES_GT5_flaky2_Fe_29.001,4,2x2_10um_flaky_2_001.h5,60142.296875,210.0067901611328,196.8173370361328,4859.4287109375,877.5346069335938,13.186646461486816,18.259231567382812,4.056942939758301
FeXANES_GT5_flaky2_Fe_3.001,2,2x2_10um_flaky_2_001.h5,27627.763671875,519.0128173828125,120.93705749511719,1552.021728515625,160.24398803710938,9.069914817810059,9.069696426391602,9.07009506225586
FeXANES_GT5_flaky2_Fe_30.001,1,2x2_10um_flaky_2_001.h5,37607.88671875,203.15235900878906,221.34449768066406,7721.7021484375,531.62451171875,17.181241989135742,9.096427917480469,11.116889953613281
FeXANES_GT5_flaky2_Fe_31.001,1,2x2_10um_flaky_2_001.h5,20787.482421875,1290.597412109375,99.66655731201172,937.2674560546875,377.525146484375,14.094520568847656,8.054071426391602,6.039547920227051
FeXANES_GT5_flaky2_Fe_32.001,1,2x2_10um_flaky_2_001.h5,21571.736328125,1091.4161376953125,165.1240692138672,1117.6046142578125,433.95196533203125,16.109113693237305,5.03434944152832,8.055086135864258
FeXANES_GT5_flaky2_Fe_4.001,2,2x2_10um_flaky_2_001.h5,22944.736328125,177.1621856689453,118.78009796142578,301.9797668457031,141.93301391601562,13.08822250366211,6.0396037101745605,6.039172172546387
FeXANES_GT5_flaky2_Fe_5.001,1,2x2_10um_flaky_2_001.h5,32121.107421875,326.1667785644531,128.25001525878906,7722.103515625,1293.612060546875,13.13040542602539,12.117597579956055,4.039346694946289
FeXANES_GT5_flaky2_Fe_6.001,1,2x2_10um_flaky_2_001.h5,32801.05078125,283.7955322265625,111.09024047851562,8567.6904296875,1289.7890625,13.130146026611328,14.140034675598145,5.049652099609375
FeXANES_GT5_flaky2_Fe_7.001,5,2x2_10um_flaky_2_001.h5,43836.5,413.5790710449219,201.21803283691406,2723.142333984375,962.6575927734375,15.169622421264648,17.18974494934082,7.078681945800781
FeXANES_GT5_flaky2_Fe_8.001,5,2x2_10um_flaky_2_001.h5,39728.078125,257.59869384765625,192.94627380371094,2543.7265625,573.8034057617188,19.194988250732422,16.16364860534668,4.0414652824401855
FeXANES_GT5_flaky2_Fe_9.001,2,2x2_10um_flaky_2_001.h5,28474.943359375,165.28028869628906,153.18942260742188,977.5950927734375,412.19268798828125,9.07027530670166,5.039444923400879,6.046074867248535
FeXANES_GT5_flaky_nodule_Fe.001,4,2x2_10um_flaky_nodule_001.h5,58116.40625,1382.507080078125,778.8576049804688,1536.4466552734375,2238.32177734375,30.383668899536133,19.24434471130371,14.179920196533203
FeXANES_GT5_flaky_nodule_Fe_10.001,5,2x2_10um_flaky_nodule_001.h5,26093.986328125,5925.51904296875,2200.654052734375,32943.37109375,4735.88623046875,35.495670318603516,35.49352264404297,37.522865295410156
FeXANES_GT5_flaky_nodule_Fe_2.001,4,2x2_10um_flaky_nodule_001.h5,33180.43359375,1131.1199951171875,774.2412109375,1154.3079833984375,1661.3883056640625,13.105502128601074,12.097989082336426,13.105863571166992
FeXANES_GT5_flaky_nodule_Fe_3.001,4,2x2_10um_flaky_nodule_001.h5,26018.1640625,1185.0191650390625,648.383056640625,1010.8388061523438,1238.3817138671875,16.10758399963379,36.24501419067383,8.054899215698242
FeXANES_GT5_flaky_nodule_Fe_4.001,4,2x2_10um_flaky_nodule_001.h5,42653.3203125,2280.404541015625,986.137451171875,1586.298828125,2107.659912109375,21.21868896484375,46.47660827636719,20.208406448364258
FeXANES_GT5_flaky_nodule_Fe_5.001,4,2x2_10um_flaky_nodule_001.h5,24354.708984375,1122.08154296875,576.63623046875,961.0643920898438,1291.1510009765625,11.069931983947754,11.069363594055176,6.037838459014893
FeXANES_GT5_flaky_nodule_Fe_6.001,4,2x2_10um_flaky_nodule_001.h5,18326.025390625,891.8807373046875,680.7020874023438,813.4521484375,957.2326049804688,12.06486988067627,36.19819641113281,9.049356460571289
FeXANES_GT5_flaky_nodule_Fe_7.001,5,2x2_10um_flaky_nodule_001.h5,43236.640625,5571.75244140625,1267.1025390625,3920.822998046875,9353.7900390625,34.43779754638672,31.400253295898438,36.46363067626953
FeXANES_GT5_flaky_nodule_Fe_8.001,2,2x2_10um_flaky_nodule_001.h5,38635.84375,3497.189208984375,955.4375610351562,6084.4033203125,3769.120361328125,30.32985496520996,23.254426956176758,25.2759952545166
FeXANES_GT5_flaky_nodule_Fe_9.001,1,2x2_10um_flaky_nodule_001.h5,17044.33984375,10309.4638671875,3160.65576171875,9210.4697265625,4455.36376953125,30.275455474853516,42.38176727294922,56.511898040771484
FeXANES_GT5_flakysmooth2_Fe_1.001,4,2x2_10um_flaky_smooth_2_001.h5,114898.4609375,1982.0743408203125,567.2355346679688,106665.6171875,16730.291015625,84.76249694824219,61.74785614013672,50.21772766113281
FeXANES_GT5_flakysmooth2_Fe_10.001,3,2x2_10um_flaky_smooth_2_001.h5,46068.28515625,7464.7119140625,502.2016296386719,8583.6640625,10391.072265625,41.59754943847656,33.47859573364258,34.48814392089844
FeXANES_GT5_flakysmooth2_Fe_11.001,3,2x2_10um_flaky_smooth_2_001.h5,45691.87109375,7432.095703125,698.177490234375,10836.4755859375,10244.623046875,43.631683349609375,29.426429748535156,40.59221649169922
FeXANES_GT5_flakysmooth2_Fe_12.001,4,2x2_10um_flaky_smooth_2_001.h5,100233.296875,1552.7222900390625,1378.9599609375,93233.6875,11966.5966796875,82.16826629638672,70.68619537353516,39.52457809448242
FeXANES_GT5_flakysmooth2_Fe_13.001,1,2x2_10um_flaky_smooth_2_001.h5,38506.84375,3113.536376953125,2535.16796875,34240.33203125,6147.76611328125,38.62202072143555,41.67982482910156,34.56037521362305
FeXANES_GT5_flakysmooth2_Fe_14.001,4,2x2_10um_flaky_smooth_2_001.h5,20782.966796875,2378.53369140625,4524.24755859375,2342.2490234375,6464.3720703125,23.180086135864258,32.25214385986328,12.094416618347168
FeXANES_GT5_flakysmooth2_Fe_15.001,1,2x2_10um_flaky_smooth_2_001.h5,20546.97265625,2265.41845703125,4583.2451171875,2271.45947265625,6421.35302734375,18.139474868774414,25.194721221923828,14.109046936035156
FeXANES_GT5_flakysmooth2_Fe_16.001,4,2x2_10um_flaky_smooth_2_001.h5,102429.3828125,693.40673828125,611.1248779296875,154838.0625,11601.5966796875,83.25382232666016,85.35271453857422,52.670501708984375
FeXANES_GT5_flakysmooth2_Fe_17.001,4,2x2_10um_flaky_smooth_2_001.h5,85100.1171875,1495.1844482421875,880.3423461914062,133737.25,10146.03515625,94.09716796875,78.39513397216797,37.643463134765625
FeXANES_GT5_flakysmooth2_Fe_18.001,4,2x2_10um_flaky_smooth_2_001.h5,19704.33984375,2445.65673828125,4755.283203125,2505.1142578125,6402.84423828125,12.092106819152832,32.2459602355957,8.061322212219238
FeXANES_GT5_flakysmooth2_Fe_19.001,5,2x2_10um_flaky_smooth_2_001.h5,17465.6171875,2052.060791015625,4210.83740234375,2019.8427734375,5561.08837890625,22.152132034301758,23.15713119506836,10.067709922790527
FeXANES_GT5_flakysmooth2_Fe_2.001,4,2x2_10um_flaky_smooth_2_001.h5,114909.125,4495.37353515625,563.7235717773438,130429.9375,16814.634765625,84.13780975341797,72.53993225097656,60.99258804321289
FeXANES_GT5_flakysmooth2_Fe_20.001,3,2x2_10um_flaky_smooth_2_001.h5,31247.962890625,20999.498046875,1844.6212158203125,20899.123046875,5636.015625,65.01311492919922,68.04093933105469,99.54188537597656
FeXANES_GT5_flakysmooth2_Fe_21.001,3,2x2_10um_flaky_smooth_2_001.h5,32328.99609375,20533.21875,1877.3460693359375,20691.544921875,5859.4658203125,65.0213851928711,47.74477005004883,91.43106842041016
FeXANES_GT5_flakysmooth2_Fe_22.001,1,2x2_10um_flaky_smooth_2_001.h5,39269.59765625,2554.060546875,1910.970458984375,14048.236328125,5656.96142578125,20.253820419311523,26.328739166259766,25.3183536529541
FeXANES_GT5_flakysmooth2_Fe_3.001,5,2x2_10um_flaky_smooth_2_001.h5,81500.984375,1327.9384765625,1667.07763671875,4110.0859375,2339.1533203125,24.441560745239258,30.55089569091797,21.385356903076172
FeXANES_GT5_flakysmooth2_Fe_4.001,5,2x2_10um_flaky_smooth_2_001.h5,81376.5,2387.361083984375,1933.9244384765625,4639.18017578125,4045.10205078125,31.588871002197266,24.45008659362793,15.285090446472168
FeXANES_GT5_flakysmooth2_Fe_5.001,3,2x2_10um_flaky_smooth_2_001.h5,44009.87890625,4123.1748046875,404.7507019042969,5270.32275390625,9866.5888671875,30.44835090637207,25.3536376953125,22.290626525878906
FeXANES_GT5_flakysmooth2_Fe_6.001,3,2x2_10um_flaky_smooth_2_001.h5,41051.1171875,4481.13330078125,396.8645935058594,4631.8681640625,9353.7509765625,27.329620361328125,29.36285972595215,25.31694221496582
FeXANES_GT5_flakysmooth2_Fe_7.001,3,2x2_10um_flaky_smooth_2_001.h5,43074.03515625,3927.81982421875,493.0067138671875,4031.08447265625,9563.3544921875,28.344261169433594,16.196495056152344,31.382896423339844
FeXANES_GT5_flakysmooth2_Fe_8.001,3,2x2_10um_flaky_smooth_2_001.h5,51521.6796875,7327.998046875,599.5504760742188,12725.91796875,10647.2490234375,29.46659278869629,23.373149871826172,39.62407302856445
FeXANES_GT5_flakysmooth2_Fe_9.001,3,2x2_10um_flaky_smooth_2_001.h5,49586.27734375,8657.32421875,694.1082153320312,13550.259765625,10437.13671875,44.71432113647461,30.485170364379883,50.80625915527344
FeXANES_GT15_Fe_1.001,3,2x2_10um_rectangles_gt15_1_001.h5,41055.06640625,242.37750244140625,39.38469314575195,610.98681640625,554.4370727539062,8.077996253967285,8.078714370727539,4.039185047149658
FeXANES_GT15_Fe_2.001,1,2x2_10um_rectangles_gt15_1_001.h5,41233.9140625,213.09283447265625,37.370460510253906,424.16796875,599.8938598632812,13.129644393920898,7.070398330688477,4.03900146484375
FeXANES_GT15_Fe_3.001,1,2x2_10um_rectangles_gt15_1_001.h5,53582.71484375,327.980712890625,39.481475830078125,489.9734191894531,762.2545166015625,9.111955642700195,8.099366188049316,10.123655319213867
FeXANES_GT15_Fe_4.001,4,2x2_10um_rectangles_gt15_1_001.h5,85693.1015625,359.93280029296875,137.02053833007812,22791.3984375,1673.8720703125,24.544334411621094,28.626178741455078,16.358713150024414
