spectrum,cluster,r_factor,r_factor_w,chi_sq,weight_sum,n_refs,Biotite,Mackinawite (aged),Siderite-s,Hornblende,Augite,Mackinawite,Siderite-n,Vivianite,6L-Fhy,Ferrosmectite,Maghemite,Pyrrhotite,2L-Fhy,Ilmenite,Jarosite,Green Rust - Carbonate,Green Rust - Sulfate,Hematite,Nontronite,Lepidocrocite,Pyrite,Hematite on sand,2L-Fhy on sand,FeS,Schwertmannite,Goethite
FeXANES_GT5_flaky_nodule_Fe_9.001,1,0.0097,0.0104,0.0001,1.0329,3,0.0000,0.2477,0.0000,0.5334,0.0000,0.0000,0.0000,0.2188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_1.001,4,0.0148,0.0189,0.0003,1.0172,3,0.0000,0.0735,0.7139,0.0000,0.0000,0.2126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_10.001,3,0.0201,0.0218,0.0005,1.0269,3,0.5026,0.0000,0.0000,0.0000,0.0000,0.2288,0.2686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_11.001,3,0.0211,0.0232,0.0006,1.0153,3,0.5040,0.0000,0.0000,0.0000,0.0000,0.2653,0.2308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_12.001,4,0.0162,0.0187,0.0004,1.0162,3,0.2059,0.0000,0.2927,0.0000,0.0000,0.5015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_13.001,1,0.0098,0.0117,0.0001,1.0211,3,0.0000,0.4261,0.0000,0.4865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0874,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_14.001,4,0.0221,0.0240,0.0005,1.0265,3,0.0000,0.5607,0.0000,0.1573,0.0000,0.0000,0.0000,0.2820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_15.001,1,0.0220,0.0237,0.0005,1.0357,3,0.0000,0.5534,0.0000,0.1631,0.0000,0.0000,0.0000,0.2835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_16.001,4,0.0139,0.0179,0.0003,1.0073,3,0.0000,0.1653,0.7107,0.0000,0.0000,0.1240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_17.001,4,0.0127,0.0159,0.0002,1.0102,3,0.0000,0.2411,0.6264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_18.001,4,0.0188,0.0203,0.0003,1.0199,3,0.0000,0.5480,0.0000,0.0000,0.2684,0.0000,0.0000,0.1835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_19.001,5,0.0181,0.0196,0.0003,1.0137,3,0.0000,0.5110,0.0000,0.0000,0.0000,0.0000,0.0000,0.2774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_2.001,4,0.0148,0.0188,0.0003,1.0085,2,0.0000,0.0000,0.7526,0.0000,0.0000,0.2474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_20.001,3,0.0142,0.0150,0.0002,1.0298,3,0.4868,0.4021,0.0000,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_21.001,3,0.0158,0.0162,0.0003,1.0292,3,0.5469,0.3877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_22.001,1,0.0393,0.0419,0.0017,1.0565,3,0.0000,0.0000,0.0000,0.8080,0.0000,0.0000,0.0000,0.0000,0.1357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0563,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_3.001,5,0.0207,0.0233,0.0005,1.0085,3,0.0000,0.0000,0.5054,0.0000,0.0000,0.0000,0.0581,0.0000,0.0000,0.0000,0.4365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_4.001,5,0.0173,0.0199,0.0003,1.0056,3,0.0000,0.0000,0.3018,0.0000,0.0000,0.0000,0.0000,0.2127,0.0000,0.0000,0.4855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_5.001,3,0.0259,0.0281,0.0007,1.0022,3,0.5071,0.0000,0.0000,0.0000,0.0000,0.0000,0.2187,0.0000,0.0000,0.0000,0.0000,0.2742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_6.001,3,0.0274,0.0298,0.0008,1.0120,3,0.5009,0.0000,0.0000,0.0000,0.0000,0.0000,0.2374,0.0000,0.0000,0.0000,0.0000,0.2618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_7.001,3,0.0251,0.0273,0.0007,1.0147,3,0.5283,0.0000,0.0000,0.0000,0.0000,0.0000,0.2056,0.0000,0.0000,0.0000,0.0000,0.2660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_8.001,3,0.0311,0.0331,0.0010,1.0123,3,0.4676,0.0000,0.0000,0.0000,0.0000,0.0000,0.1567,0.0000,0.0000,0.0000,0.0000,0.3756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flakysmooth2_Fe_9.001,3,0.0320,0.0340,0.0011,1.0190,3,0.4882,0.0000,0.0000,0.0000,0.0000,0.0000,0.1662,0.0000,0.0000,0.0000,0.0000,0.3456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_white_gray_particles_Fe_1.001,5,0.0129,0.0149,0.0002,0.9934,2,0.0000,0.0000,0.7548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_white_gray_particles_Fe_2.001,2,0.0130,0.0144,0.0002,1.0485,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2026,0.0000,0.0000,0.2002,0.0000,0.5971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_white_gray_particles_Fe_3.001,5,0.0158,0.0177,0.0002,1.0128,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2589,0.0000,0.0000,0.3204,0.0000,0.4207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_white_gray_particles_Fe_4.001,3,0.0194,0.0214,0.0005,1.0237,3,0.5248,0.0000,0.0000,0.0000,0.0000,0.2303,0.2449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_white_gray_particles_Fe_5.001,3,0.0215,0.0237,0.0006,1.0216,3,0.4382,0.0000,0.0000,0.0000,0.0000,0.3316,0.2301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
