#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Pyrite: Pyrite
#------------------------------------------
# energy, Pyrite
 7721.64160,  1.42698730
 7726.45166,  1.43217021
 7731.28076,  1.43573338
 7736.12988,  1.44054668
 7740.99805,  1.44550705
 7745.88574,  1.45152394
 7750.79297,  1.45590228
 7755.71973,  1.45880618
 7760.66602,  1.46217696
 7765.63184,  1.46614570
 7770.61670,  1.46749344
 7775.62158,  1.47081444
 7780.64551,  1.47263894
 7785.68945,  1.47466904
 7790.75244,  1.47850419
 7795.83496,  1.48260510
 7800.93652,  1.48639870
 7806.05811,  1.49081176
 7811.19922,  1.49493381
 7816.35938,  1.49987305
 7821.53955,  1.50485586
 7826.73877,  1.50895702
 7831.95752,  1.51488388
 7837.19580,  1.51900151
 7842.45361,  1.52296301
 7847.73096,  1.52769125
 7853.02783,  1.53102032
 7858.34375,  1.53518412
 7863.67920,  1.53845373
 7869.03467,  1.54320969
 7874.40918,  1.54841310
 7879.80322,  1.55180693
 7885.21680,  1.55457894
 7890.64990,  1.56103438
 7896.10254,  1.56440692
 7901.57422,  1.56748206
 7907.06592,  1.57402295
 7912.57666,  1.57834735
 7918.10693,  1.58362014
 7923.65674,  1.58828208
 7929.22607,  1.59158933
 7934.81494,  1.59629677
 7940.42334,  1.60148099
 7946.05078,  1.60524173
 7951.69824,  1.61012484
 7957.36475,  1.61596106
 7963.05127,  1.62085994
 7968.75684,  1.62653271
 7974.48193,  1.63015132
 7980.22656,  1.63489963
 7985.99023,  1.63976580
 7991.77393,  1.64451979
 7997.57715,  1.64954007
 8003.39941,  1.65472689
 8009.24121,  1.65989578
 8015.10254,  1.66534052
 8020.98389,  1.67135971
 8026.88379,  1.67664485
 8032.80371,  1.68205180
 8038.74316,  1.68642409
 8044.70215,  1.69234066
 8050.68018,  1.69774844
 8056.67773,  1.70269277
 8062.69531,  1.70787988
 8068.73193,  1.71230233
 8074.78809,  1.71694256
 8080.86377,  1.72302260
 8086.95850,  1.72750567
 8093.07324,  1.73327868
 8099.20703,  1.73757224
 8105.36084,  1.74337284
