#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_4.001: FeXANES_GT15_flaky_gray_mix_Fe_4.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_4.001
 7128.75000,  1.37389569
 7129.05000,  1.37681957
 7129.35000,  1.39595501
 7129.65000,  1.39572059
 7129.95000,  1.38976258
 7130.25000,  1.38478926
 7130.55000,  1.38495604
 7130.85000,  1.37137464
 7131.15000,  1.36717801
 7131.45000,  1.35686072
 7131.75000,  1.34282634
 7132.05000,  1.33340860
 7133.05000,  1.28485573
 7134.05000,  1.24136301
 7135.05000,  1.19337747
 7136.05000,  1.14486168
 7137.05000,  1.12294797
 7138.05000,  1.09527542
 7139.05000,  1.08374561
 7140.05000,  1.07620954
 7141.05000,  1.06991384
 7142.05000,  1.06214836
 7143.05000,  1.05694562
 7144.05000,  1.04669617
 7145.05000,  1.03676060
 7146.05000,  1.01744692
 7147.05000,  1.00276783
 7148.05000,  0.97025527
 7149.05000,  0.93944497
 7150.05000,  0.91503296
 7151.05000,  0.89981750
 7152.05000,  0.88805592
 7153.05000,  0.88736141
 7154.05000,  0.86712513
 7155.05000,  0.86447359
 7156.05000,  0.86332112
 7157.05000,  0.86445506
 7158.05000,  0.86525289
 7159.05000,  0.87005018
 7160.05000,  0.87439530
 7161.05000,  0.87784222
 7162.05000,  0.89326360
 7163.05000,  0.90220431
 7164.05000,  0.91552448
 7165.05000,  0.92717227
 7166.05000,  0.93685722
 7167.05000,  0.94368394
 7168.05000,  0.96072465
 7169.05000,  0.97168796
 7170.05000,  0.98361105
 7171.05000,  0.99120083
 7172.05000,  0.99883846
 7173.05000,  1.01892816
 7174.05000,  1.02905074
 7175.05000,  1.03872914
 7176.05000,  1.04670672
 7177.05000,  1.05358315
 7178.05000,  1.05675825
 7179.05000,  1.05751027
 7180.05000,  1.06057783
 7181.05000,  1.05994521
 7182.05000,  1.06232560
 7183.05000,  1.06071008
 7184.05000,  1.06016226
 7185.05000,  1.05591452
 7186.05000,  1.05645216
 7187.05000,  1.05275201
 7188.05000,  1.05090396
 7189.05000,  1.04753701
 7190.05000,  1.04456998
 7191.05000,  1.03594957
 7192.05000,  1.03850350
 7193.05000,  1.03539043
 7194.05000,  1.02703082
 7195.05000,  1.02418960
 7196.05000,  1.01911884
 7197.05000,  1.01838071
 7198.05000,  1.01230075
 7199.05000,  1.00678217
 7200.05000,  1.00603705
 7201.05000,  0.99687071
 7202.05000,  0.99843552
 7203.05000,  0.99296684
 7204.05000,  0.99624505
 7205.05000,  0.99323381
 7206.05000,  0.99183447
 7207.05000,  0.98655613
 7208.05000,  0.98578002
 7209.05000,  0.98756860
 7210.05000,  0.98266221
 7211.05000,  0.98135448
 7212.05000,  0.98465222
 7213.05000,  0.97925567
 7214.05000,  0.97947058
 7215.05000,  0.98198882
 7216.05000,  0.98021330
 7217.05000,  0.98007840
 7218.05000,  0.98355202
 7219.05000,  0.98442074
 7220.05000,  0.98436571
 7221.05000,  0.98534284
 7222.05000,  0.98507462
 7223.05000,  0.98219906
 7224.05000,  0.98644884
 7225.05000,  0.98614219
 7226.05000,  0.98656792
 7227.05000,  0.98448564
 7228.05000,  0.98528063
 7229.05000,  0.98224069
 7230.05000,  0.98240266
 7231.05000,  0.98148122
 7232.05000,  0.97826958
 7233.05000,  0.97986666
 7234.05000,  0.97962026
 7235.05000,  0.98084526
 7236.05000,  0.98012895
 7237.05000,  0.98088184
 7238.05000,  0.97882875
 7239.05000,  0.97927747
 7240.05000,  0.98335221
 7241.05000,  0.98332732
 7242.05000,  0.98734535
 7243.05000,  0.99040702
 7244.05000,  0.99086623
 7245.05000,  0.99015252
 7246.05000,  0.99343748
 7247.05000,  0.99899201
 7248.05000,  0.99882139
 7249.05000,  1.00148582
 7250.05000,  0.99946315
 7251.05000,  1.00617304
 7252.05000,  1.00327923
 7253.05000,  1.00357607
 7254.05000,  1.00728770
 7255.05000,  1.01447622
 7256.05000,  1.00583278
 7257.05000,  1.01493633
 7258.05000,  1.01730980
 7259.05000,  1.01566001
 7260.05000,  1.01823625
 7261.05000,  1.01899102
 7262.05000,  1.01779702
 7263.05000,  1.02952925
 7264.05000,  1.04097447
 7265.05000,  1.01783828
 7266.05000,  1.02104245
 7267.05000,  1.02205980
 7268.05000,  1.01856131
 7269.05000,  1.01330364
 7270.05000,  1.01754771
 7271.05000,  1.01731641
 7272.05000,  1.02098011
 7273.05000,  1.01938101
 7274.05000,  1.01111900
 7275.05000,  1.01294524
 7276.05000,  1.01744103
 7277.05000,  1.01420289
 7278.05000,  1.01274085
 7279.05000,  1.01251979
 7280.05000,  1.01612738
 7281.05000,  1.00585471
 7282.05000,  1.00639778
 7283.05000,  1.01096331
 7284.05000,  1.00721334
 7285.05000,  1.00368774
 7286.05000,  1.00896791
 7287.05000,  1.00739809
 7288.05000,  1.00400085
 7289.05000,  1.00088501
 7290.05000,  0.99754942
 7291.05000,  1.00241164
 7292.05000,  1.00093284
 7293.05000,  0.99678394
 7294.05000,  0.99769601
 7295.05000,  0.99659456
 7296.05000,  0.99438432
 7297.05000,  0.99394658
 7298.05000,  0.99036826
 7299.05000,  0.99086002
 7300.05000,  0.99190775
 7301.05000,  0.99185119
 7302.05000,  0.99083740
 7303.05000,  0.98966096
 7304.05000,  0.98905048
 7305.05000,  0.98750901
 7306.05000,  0.98814875
 7307.05000,  0.98776782
 7308.05000,  0.98964871
 7309.05000,  0.98744195
 7310.05000,  0.98849383
 7311.05000,  0.99126837
 7312.05000,  0.98932874
