#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_Fe_5.001: FeXANES_GT15_Fe_5.001
#------------------------------------------
# energy, FeXANES_GT15_Fe_5.001
 7185.05000,  1.03657671
 7186.05000,  1.03695776
 7187.05000,  1.03758300
 7188.05000,  1.03711006
 7189.05000,  1.03558913
 7190.05000,  1.03375917
 7191.05000,  1.02996317
 7192.05000,  1.03031222
 7193.05000,  1.02853484
 7194.05000,  1.02723011
 7195.05000,  1.02472832
 7196.05000,  1.02245613
 7197.05000,  1.01952143
 7198.05000,  1.01648059
 7199.05000,  1.01443844
 7200.05000,  1.01223121
 7201.05000,  1.00955527
 7202.05000,  1.00776595
 7203.05000,  1.00526857
 7204.05000,  1.00441575
 7205.05000,  1.00230677
 7206.05000,  1.00121019
 7207.05000,  1.00076246
 7208.05000,  1.00148629
 7209.05000,  0.99904659
 7210.05000,  0.99632235
 7211.05000,  0.99943363
 7212.05000,  0.99600576
 7213.05000,  0.99284683
 7214.05000,  0.99826092
 7215.05000,  0.99736027
 7216.05000,  0.99488951
 7217.05000,  0.99885193
 7218.05000,  0.99873815
 7219.05000,  1.00302066
 7220.05000,  1.00253725
 7221.05000,  1.00312722
 7222.05000,  1.00384202
 7223.05000,  1.00410231
 7224.05000,  1.00346697
 7225.05000,  1.00292709
 7226.05000,  1.00162130
 7227.05000,  1.00190105
 7228.05000,  1.00072111
 7229.05000,  1.00124191
 7230.05000,  0.99906156
 7231.05000,  0.99731382
 7232.05000,  0.99506666
 7233.05000,  0.99095923
 7234.05000,  0.99287176
 7235.05000,  0.99033209
 7236.05000,  0.98895204
 7237.05000,  0.99111061
 7238.05000,  0.99138331
 7239.05000,  0.99154886
 7240.05000,  0.99447547
 7241.05000,  0.99434192
 7242.05000,  0.99359308
 7243.05000,  0.99372310
 7244.05000,  0.99199457
 7245.05000,  0.99202742
 7246.05000,  0.99352134
 7247.05000,  1.00361624
 7248.05000,  0.99427842
 7249.05000,  0.98924000
 7250.05000,  0.99067716
 7251.05000,  0.98882057
 7252.05000,  0.98863597
 7253.05000,  0.98845541
 7254.05000,  0.99364287
 7255.05000,  0.99957592
 7256.05000,  0.98868839
 7257.05000,  0.99101782
 7258.05000,  0.99424669
 7259.05000,  0.99919065
 7260.05000,  0.98945919
 7261.05000,  1.00008077
 7262.05000,  1.00397327
 7263.05000,  1.03143688
 7264.05000,  1.05406437
 7265.05000,  0.98240120
 7266.05000,  0.99849959
 7267.05000,  0.99966251
 7268.05000,  1.00541089
 7269.05000,  1.00000372
 7270.05000,  1.00096788
 7271.05000,  1.00225899
 7272.05000,  1.00644908
 7273.05000,  1.00711119
 7274.05000,  0.99983143
 7275.05000,  1.00087137
 7276.05000,  1.00067541
 7277.05000,  1.00170056
 7278.05000,  1.00401327
 7279.05000,  1.00446918
 7280.05000,  1.01490601
 7281.05000,  1.00692472
 7282.05000,  1.00564972
 7283.05000,  1.00464651
 7284.05000,  1.00403888
 7285.05000,  1.00424450
 7286.05000,  1.00325235
 7287.05000,  1.00525407
 7288.05000,  1.00466234
 7289.05000,  1.00352488
 7290.05000,  1.00185929
 7291.05000,  1.00185109
 7292.05000,  1.00068278
 7293.05000,  1.00143570
 7294.05000,  1.00248771
 7295.05000,  1.00040364
 7296.05000,  1.00082416
 7297.05000,  1.00028430
 7298.05000,  1.00078504
 7299.05000,  1.00020517
 7300.05000,  0.99666599
 7301.05000,  0.99710539
 7302.05000,  0.99542236
 7303.05000,  0.99544899
 7304.05000,  0.99508590
 7305.05000,  0.99045847
 7306.05000,  0.99392164
 7307.05000,  0.99215206
 7308.05000,  0.98954826
 7309.05000,  0.99050904
 7310.05000,  0.98880095
 7311.05000,  0.98788397
 7312.05000,  0.98758844
