#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_Fe_1.001: FeXANES_GT15_Fe_1.001
#------------------------------------------
# energy, FeXANES_GT15_Fe_1.001
 7124.55000,  1.19264212
 7124.85000,  1.19591197
 7125.15000,  1.20033063
 7125.45000,  1.20666779
 7125.75000,  1.20700248
 7126.05000,  1.21034528
 7126.35000,  1.21384126
 7126.65000,  1.21315394
 7126.95000,  1.21249888
 7127.25000,  1.21562782
 7127.55000,  1.21688566
 7127.85000,  1.21326368
 7128.15000,  1.20906389
 7128.45000,  1.20764536
 7128.75000,  1.20493165
 7129.05000,  1.19218846
 7129.35000,  1.18794463
 7129.65000,  1.17749314
 7129.95000,  1.16381590
 7130.25000,  1.15395923
 7130.55000,  1.13463027
 7130.85000,  1.11668975
 7131.15000,  1.09906063
 7131.45000,  1.08132618
 7131.75000,  1.06904969
 7132.05000,  1.05326518
 7133.05000,  1.02524352
 7134.05000,  1.01316504
 7135.05000,  1.00130142
 7136.05000,  0.98497549
 7137.05000,  0.97672535
 7138.05000,  0.97636770
 7139.05000,  0.97543889
 7140.05000,  0.97266503
 7141.05000,  0.97409345
 7142.05000,  0.97134554
 7143.05000,  0.96420605
 7144.05000,  0.95459428
 7145.05000,  0.95245633
 7146.05000,  0.93401637
 7147.05000,  0.92610597
 7148.05000,  0.91394628
 7149.05000,  0.91248158
 7150.05000,  0.91399969
 7151.05000,  0.91529265
 7152.05000,  0.92500002
 7153.05000,  0.93937025
 7154.05000,  0.94418716
 7155.05000,  0.95447801
 7156.05000,  0.96261472
 7157.05000,  0.96999324
 7158.05000,  0.97299491
 7159.05000,  0.97694571
 7160.05000,  0.98494570
 7161.05000,  0.99113088
 7162.05000,  0.99698632
 7163.05000,  1.00242895
 7164.05000,  1.01405976
 7165.05000,  1.02020188
 7166.05000,  1.03026658
 7167.05000,  1.04099914
 7168.05000,  1.04810146
 7169.05000,  1.04975593
 7170.05000,  1.05007089
 7171.05000,  1.05100113
 7172.05000,  1.05099768
 7173.05000,  1.04553415
 7174.05000,  1.04444118
 7175.05000,  1.04380188
 7176.05000,  1.04299585
 7177.05000,  1.04208218
 7178.05000,  1.04135168
 7179.05000,  1.03983752
 7180.05000,  1.03764114
 7181.05000,  1.03550717
 7182.05000,  1.03053083
 7183.05000,  1.02684086
 7184.05000,  1.02204528
 7185.05000,  1.02032252
 7186.05000,  1.01688521
 7187.05000,  1.01336699
 7188.05000,  1.00982475
 7189.05000,  1.00781640
 7190.05000,  1.00579843
 7191.05000,  1.00218408
 7192.05000,  0.99591943
 7193.05000,  0.99471154
 7194.05000,  0.99477531
 7195.05000,  0.98969327
 7196.05000,  0.98812189
 7197.05000,  0.98394320
 7198.05000,  0.98422714
 7199.05000,  0.98437900
 7200.05000,  0.98532491
 7201.05000,  0.98246016
 7202.05000,  0.98206272
 7203.05000,  0.98123384
 7204.05000,  0.98082757
 7205.05000,  0.97920143
 7206.05000,  0.98517424
 7207.05000,  0.98468424
 7208.05000,  0.98503194
 7209.05000,  0.98817417
 7210.05000,  0.99007814
 7211.05000,  0.99149572
 7212.05000,  0.99154872
 7213.05000,  0.99533414
 7214.05000,  0.99629545
 7215.05000,  0.99840321
 7216.05000,  1.00011424
 7217.05000,  1.00209376
 7218.05000,  1.00230145
 7219.05000,  1.00254943
 7220.05000,  1.00517322
 7221.05000,  1.00545110
 7222.05000,  1.00515818
 7223.05000,  1.00378577
 7224.05000,  1.00443840
 7225.05000,  1.00508583
 7226.05000,  1.00409421
 7227.05000,  1.00354855
 7228.05000,  1.00339572
 7229.05000,  1.00175141
 7230.05000,  1.00037450
 7231.05000,  1.00049463
 7232.05000,  0.99672619
 7233.05000,  0.99613756
 7234.05000,  0.99834821
 7235.05000,  0.99368471
 7236.05000,  0.99362826
 7237.05000,  0.99630282
 7238.05000,  0.99875037
 7239.05000,  0.99811892
 7240.05000,  0.99763582
 7241.05000,  0.99811281
 7242.05000,  1.00338973
 7243.05000,  1.00435094
 7244.05000,  1.00259571
 7245.05000,  1.00898484
 7246.05000,  1.01091387
 7247.05000,  1.01580573
 7248.05000,  1.01652280
 7249.05000,  1.01303196
 7250.05000,  1.01373685
 7251.05000,  1.01362094
 7252.05000,  1.01398014
 7253.05000,  1.01328019
 7254.05000,  1.01656098
 7255.05000,  1.02063545
 7256.05000,  1.01313926
 7257.05000,  1.01461296
 7258.05000,  1.00927027
 7259.05000,  1.01537986
 7260.05000,  1.01223848
 7261.05000,  1.01293387
 7262.05000,  1.01389300
 7263.05000,  1.03948359
 7264.05000,  1.04793261
 7265.05000,  1.01272893
 7266.05000,  1.00877550
 7267.05000,  1.00929372
 7268.05000,  1.01179508
 7269.05000,  1.00526662
 7270.05000,  1.00608449
 7271.05000,  1.01105290
 7272.05000,  1.00943763
 7273.05000,  1.00864877
 7274.05000,  1.00118049
 7275.05000,  0.99981502
 7276.05000,  1.00001801
 7277.05000,  1.00124773
 7278.05000,  0.99887089
 7279.05000,  0.99706979
 7280.05000,  1.00551572
 7281.05000,  0.99983843
 7282.05000,  0.99679941
 7283.05000,  0.99534741
 7284.05000,  0.99784720
 7285.05000,  0.99692767
 7286.05000,  0.99358467
 7287.05000,  0.99384757
 7288.05000,  0.99227231
 7289.05000,  0.99435508
 7290.05000,  0.99086551
 7291.05000,  0.99077737
 7292.05000,  0.99539724
 7293.05000,  0.99017782
 7294.05000,  0.98997263
 7295.05000,  0.98829247
 7296.05000,  0.98926940
 7297.05000,  0.98943589
 7298.05000,  0.98993621
 7299.05000,  0.98894735
 7300.05000,  0.99189121
 7301.05000,  0.99056198
 7302.05000,  0.98963006
 7303.05000,  0.99203138
 7304.05000,  0.99087191
 7305.05000,  0.99098656
 7306.05000,  0.99144146
 7307.05000,  0.99016266
 7308.05000,  0.99281460
 7309.05000,  0.99386594
 7310.05000,  0.98972078
 7311.05000,  0.99247866
 7312.05000,  0.99285784
