#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_white_gray_particles_Fe_3.001: FeXANES_GT5_white_gray_particles_Fe_3.001
#------------------------------------------
# energy, FeXANES_GT5_white_gray_particles_Fe_3.001
 7144.05000,  1.03986892
 7145.05000,  1.03083859
 7146.05000,  1.02922732
 7147.05000,  1.02120332
 7148.05000,  1.00801157
 7149.05000,  0.99333338
 7150.05000,  0.98439770
 7151.05000,  0.96657510
 7152.05000,  0.95500859
 7153.05000,  0.94372594
 7154.05000,  0.93612159
 7155.05000,  0.92944252
 7156.05000,  0.92069999
 7157.05000,  0.91898499
 7158.05000,  0.91450942
 7159.05000,  0.91162708
 7160.05000,  0.91204795
 7161.05000,  0.91404628
 7162.05000,  0.91827131
 7163.05000,  0.92296426
 7164.05000,  0.93242128
 7165.05000,  0.93760004
 7166.05000,  0.94851241
 7167.05000,  0.95591148
 7168.05000,  0.96112624
 7169.05000,  0.97403637
 7170.05000,  0.98266231
 7171.05000,  0.98860787
 7172.05000,  0.99661704
 7173.05000,  1.00115523
 7174.05000,  1.01159308
 7175.05000,  1.01705805
 7176.05000,  1.01911379
 7177.05000,  1.02147501
 7178.05000,  1.02368742
 7179.05000,  1.02552011
 7180.05000,  1.02155175
 7181.05000,  1.02673687
 7182.05000,  1.02490176
 7183.05000,  1.02593032
 7184.05000,  1.02768295
 7185.05000,  1.02953647
 7186.05000,  1.02841257
 7187.05000,  1.02799090
 7188.05000,  1.03073751
 7189.05000,  1.02768206
 7190.05000,  1.02637429
 7191.05000,  1.02132973
 7192.05000,  1.02191963
 7193.05000,  1.02065808
 7194.05000,  1.01875609
 7195.05000,  1.01602881
 7196.05000,  1.01995299
 7197.05000,  1.02161322
 7198.05000,  1.01757076
 7199.05000,  1.02050003
 7200.05000,  1.01749988
 7201.05000,  1.01316795
 7202.05000,  1.01048871
 7203.05000,  1.01044442
 7204.05000,  1.00834153
 7205.05000,  1.00756413
 7206.05000,  1.00913308
 7207.05000,  1.00478788
 7208.05000,  1.00440596
 7209.05000,  1.00200200
 7210.05000,  0.99941008
 7211.05000,  0.99922061
 7212.05000,  1.00048004
 7213.05000,  0.99809347
 7214.05000,  0.99640245
 7215.05000,  0.99489026
 7216.05000,  0.98934616
 7217.05000,  0.98936803
 7218.05000,  0.98825953
 7219.05000,  0.98746774
 7220.05000,  0.98824649
 7221.05000,  0.98707430
 7222.05000,  0.98984199
 7223.05000,  0.98975983
 7224.05000,  0.98805048
 7225.05000,  0.98897460
 7226.05000,  0.99066431
 7227.05000,  0.98963777
 7228.05000,  0.98900177
 7229.05000,  0.98902149
 7230.05000,  0.99099059
 7231.05000,  0.98764409
 7232.05000,  0.98572166
 7233.05000,  0.98795408
 7234.05000,  0.98771559
 7235.05000,  0.98481197
 7236.05000,  0.98559694
 7237.05000,  0.98991445
 7238.05000,  0.98837925
 7239.05000,  0.98941806
 7240.05000,  0.98961778
 7241.05000,  0.98843639
 7242.05000,  0.99064033
 7243.05000,  0.99142129
 7244.05000,  0.99233845
 7245.05000,  0.99394087
 7246.05000,  0.99155883
 7247.05000,  0.99922222
 7248.05000,  0.99594634
 7249.05000,  0.99499594
 7250.05000,  0.99836481
 7251.05000,  1.00138135
 7252.05000,  1.00286620
 7253.05000,  1.00122053
 7254.05000,  1.00582101
 7255.05000,  1.00835449
 7256.05000,  1.00696413
 7257.05000,  1.00521216
 7258.05000,  1.00558259
 7259.05000,  1.01088541
 7260.05000,  1.00296834
 7261.05000,  1.00366209
 7262.05000,  1.00991671
 7263.05000,  1.02830059
 7264.05000,  1.05703891
 7265.05000,  1.01276286
 7266.05000,  1.00660812
 7267.05000,  1.01337379
 7268.05000,  1.01476794
 7269.05000,  1.00707674
 7270.05000,  1.01306524
 7271.05000,  1.01416331
 7272.05000,  1.01988557
 7273.05000,  1.02113319
 7274.05000,  1.01191758
 7275.05000,  1.00939213
 7276.05000,  1.01025714
 7277.05000,  1.00931247
 7278.05000,  1.00897858
 7279.05000,  1.01033406
 7280.05000,  1.01331479
 7281.05000,  1.01107482
 7282.05000,  1.00745074
 7283.05000,  1.00706323
 7284.05000,  1.00586368
 7285.05000,  1.00680958
 7286.05000,  1.00521572
 7287.05000,  1.00212262
 7288.05000,  1.00130299
 7289.05000,  1.00292433
 7290.05000,  1.00122424
 7291.05000,  0.99955209
 7292.05000,  0.99875160
 7293.05000,  1.00002747
 7294.05000,  0.99932637
 7295.05000,  0.99529951
 7296.05000,  0.99495874
 7297.05000,  0.99372348
 7298.05000,  0.99241650
 7299.05000,  0.99317497
 7300.05000,  0.99264533
 7301.05000,  0.99345462
 7302.05000,  0.99122645
 7303.05000,  0.99022843
 7304.05000,  0.98968885
 7305.05000,  0.98956919
 7306.05000,  0.99093707
 7307.05000,  0.98698803
 7308.05000,  0.98935953
 7309.05000,  0.98492467
 7310.05000,  0.98702032
 7311.05000,  0.98540915
 7312.05000,  0.97967056
