#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_white_gray_particles_Fe_1.001: FeXANES_GT5_white_gray_particles_Fe_1.001
#------------------------------------------
# energy, FeXANES_GT5_white_gray_particles_Fe_1.001
 7122.45000,  0.73011690
 7122.75000,  0.76837688
 7123.05000,  0.79591022
 7123.35000,  0.81382262
 7123.65000,  0.83984650
 7123.95000,  0.85928010
 7124.25000,  0.87120138
 7124.55000,  0.88946378
 7124.85000,  0.90513704
 7125.15000,  0.92064159
 7125.45000,  0.94056543
 7125.75000,  0.96053325
 7126.05000,  0.97762090
 7126.35000,  0.99412022
 7126.65000,  1.00257858
 7126.95000,  1.02522190
 7127.25000,  1.03586230
 7127.55000,  1.05159466
 7127.85000,  1.05997297
 7128.15000,  1.06594305
 7128.45000,  1.07512096
 7128.75000,  1.08048810
 7129.05000,  1.08453366
 7129.35000,  1.09001364
 7129.65000,  1.09005892
 7129.95000,  1.09412474
 7130.25000,  1.09414411
 7130.55000,  1.09445061
 7130.85000,  1.09187193
 7131.15000,  1.09676900
 7131.45000,  1.09685660
 7131.75000,  1.09429023
 7132.05000,  1.09234581
 7133.05000,  1.09250525
 7134.05000,  1.08773570
 7135.05000,  1.08205750
 7136.05000,  1.07795513
 7137.05000,  1.06776123
 7138.05000,  1.05695988
 7139.05000,  1.04330013
 7140.05000,  1.03000607
 7141.05000,  1.02174290
 7142.05000,  1.01119655
 7143.05000,  1.00427109
 7144.05000,  0.99767993
 7145.05000,  0.99376978
 7146.05000,  0.98977882
 7147.05000,  0.98277995
 7148.05000,  0.97811160
 7149.05000,  0.96852733
 7150.05000,  0.95940961
 7151.05000,  0.94785798
 7152.05000,  0.94293543
 7153.05000,  0.93317339
 7154.05000,  0.93106596
 7155.05000,  0.92723957
 7156.05000,  0.92608947
 7157.05000,  0.92482417
 7158.05000,  0.92509198
 7159.05000,  0.92623867
 7160.05000,  0.92879703
 7161.05000,  0.92900941
 7162.05000,  0.93337312
 7163.05000,  0.93933220
 7164.05000,  0.93984227
 7165.05000,  0.94472320
 7166.05000,  0.94889871
 7167.05000,  0.95463112
 7168.05000,  0.95814892
 7169.05000,  0.96848844
 7170.05000,  0.97562566
 7171.05000,  0.98409574
 7172.05000,  0.98903297
 7173.05000,  0.99600305
 7174.05000,  0.99990012
 7175.05000,  1.00525308
 7176.05000,  1.00815843
 7177.05000,  1.00718457
 7178.05000,  1.00986989
 7179.05000,  1.01124531
 7180.05000,  1.00965472
 7181.05000,  1.01206266
 7182.05000,  1.01240987
 7183.05000,  1.00998875
 7184.05000,  1.01194398
 7185.05000,  1.01197792
 7186.05000,  1.00953996
 7187.05000,  1.01450218
 7188.05000,  1.01130250
 7189.05000,  1.01181101
 7190.05000,  1.00945307
 7191.05000,  1.00574620
 7192.05000,  1.00711025
 7193.05000,  1.00867539
 7194.05000,  1.00860486
 7195.05000,  1.00779603
 7196.05000,  1.00678087
 7197.05000,  1.00608226
 7198.05000,  1.00525035
 7199.05000,  1.00731186
 7200.05000,  1.00561753
 7201.05000,  1.00577822
 7202.05000,  1.00458768
 7203.05000,  1.00257413
 7204.05000,  0.99681341
 7205.05000,  0.99801061
 7206.05000,  0.99644234
 7207.05000,  0.99719502
 7208.05000,  0.99694209
 7209.05000,  0.99408714
 7210.05000,  0.99268937
 7211.05000,  0.99092901
 7212.05000,  0.98790605
 7213.05000,  0.98957182
 7214.05000,  0.99161943
 7215.05000,  0.99152136
 7216.05000,  0.99263830
 7217.05000,  0.99106008
 7218.05000,  0.99279197
 7219.05000,  0.99348379
 7220.05000,  0.99116856
 7221.05000,  0.98968720
 7222.05000,  0.99146994
 7223.05000,  0.99535966
 7224.05000,  0.99536613
 7225.05000,  0.99339848
 7226.05000,  0.99971887
 7227.05000,  0.99715156
 7228.05000,  0.99721847
 7229.05000,  0.99816596
 7230.05000,  0.99556631
 7231.05000,  0.99581293
 7232.05000,  0.99159507
 7233.05000,  0.99331842
 7234.05000,  0.99437137
 7235.05000,  0.99384542
 7236.05000,  0.99847228
 7237.05000,  0.99548519
 7238.05000,  0.99764013
 7239.05000,  0.99867655
 7240.05000,  0.99874645
 7241.05000,  1.00097339
 7242.05000,  1.00150979
 7243.05000,  1.00044966
 7244.05000,  0.99978470
 7245.05000,  1.00188962
 7246.05000,  1.00310917
 7247.05000,  1.00925907
 7248.05000,  1.00900447
 7249.05000,  0.99944012
 7250.05000,  1.00671136
 7251.05000,  1.00709894
 7252.05000,  1.00857209
 7253.05000,  1.00944570
 7254.05000,  1.01133820
 7255.05000,  1.01546971
 7256.05000,  1.00843477
 7257.05000,  1.00807050
 7258.05000,  1.00790430
 7259.05000,  1.01369589
 7260.05000,  1.00742122
 7261.05000,  1.00930477
 7262.05000,  1.01465042
 7263.05000,  1.07864914
 7264.05000,  1.04797907
 7265.05000,  1.01185937
 7266.05000,  1.00648094
 7267.05000,  1.00654674
 7268.05000,  1.01695034
 7269.05000,  1.00516390
 7270.05000,  1.00527646
 7271.05000,  1.00423691
 7272.05000,  1.00607920
 7273.05000,  1.00565888
 7274.05000,  0.99723789
 7275.05000,  0.99808187
 7276.05000,  0.99886363
 7277.05000,  0.99694482
 7278.05000,  0.99894430
 7279.05000,  1.00209938
 7280.05000,  1.00465404
 7281.05000,  0.99963947
 7282.05000,  0.99819119
 7283.05000,  0.99922557
 7284.05000,  1.00149323
 7285.05000,  1.00195550
 7286.05000,  1.00049269
 7287.05000,  1.00007404
 7288.05000,  0.99567198
 7289.05000,  0.99600261
 7290.05000,  0.99650118
 7291.05000,  0.99389278
 7292.05000,  0.99289885
 7293.05000,  0.99060469
 7294.05000,  0.98962274
 7295.05000,  0.98422588
 7296.05000,  0.98464954
 7297.05000,  0.98553901
 7298.05000,  0.98619245
 7299.05000,  0.98914730
 7300.05000,  0.98774148
 7301.05000,  0.98853752
 7302.05000,  0.99160352
 7303.05000,  0.99128537
 7304.05000,  0.98979061
 7305.05000,  0.99271954
 7306.05000,  0.99171187
 7307.05000,  0.99234248
 7308.05000,  0.99131135
 7309.05000,  0.99096569
 7310.05000,  0.99082825
 7311.05000,  0.99301705
 7312.05000,  0.99074085
