#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flakydark_Fe_4.001: FeXANES_GT15_flakydark_Fe_4.001
#------------------------------------------
# energy, FeXANES_GT15_flakydark_Fe_4.001
 7288.05000,  0.99706831
 7289.05000,  0.99469859
 7290.05000,  0.99384750
 7291.05000,  0.99384568
 7292.05000,  0.99503944
 7293.05000,  0.99214484
 7294.05000,  0.99462665
 7295.05000,  0.99397580
 7296.05000,  0.99149766
 7297.05000,  0.99293759
 7298.05000,  0.99721597
 7299.05000,  0.99526584
 7300.05000,  0.99333660
 7301.05000,  0.99275586
 7302.05000,  0.99602969
 7303.05000,  0.99441488
 7304.05000,  0.99624874
 7305.05000,  0.99517727
 7306.05000,  0.99562562
 7307.05000,  0.99504816
 7308.05000,  0.99345493
 7309.05000,  0.99287137
 7310.05000,  0.99533450
 7311.05000,  0.99249402
 7312.05000,  0.99494354
