#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_Fe_6.001: FeXANES_GT15_Fe_6.001
#------------------------------------------
# energy, FeXANES_GT15_Fe_6.001
 7146.05000,  0.99053933
 7147.05000,  0.98354768
 7148.05000,  0.97772391
 7149.05000,  0.97477364
 7150.05000,  0.97031510
 7151.05000,  0.96601196
 7152.05000,  0.96539807
 7153.05000,  0.96241171
 7154.05000,  0.95885392
 7155.05000,  0.95683826
 7156.05000,  0.95310227
 7157.05000,  0.95341447
 7158.05000,  0.95468924
 7159.05000,  0.95418913
 7160.05000,  0.95712034
 7161.05000,  0.96364455
 7162.05000,  0.96629624
 7163.05000,  0.96586260
 7164.05000,  0.97167373
 7165.05000,  0.97110637
 7166.05000,  0.97763846
 7167.05000,  0.98343253
 7168.05000,  0.98537291
 7169.05000,  0.98995607
 7170.05000,  0.99548426
 7171.05000,  0.99718879
 7172.05000,  0.99984981
 7173.05000,  1.00115024
 7174.05000,  1.00476981
 7175.05000,  1.00858788
 7176.05000,  1.01435042
 7177.05000,  1.01690986
 7178.05000,  1.01956059
 7179.05000,  1.02420237
 7180.05000,  1.02413948
 7181.05000,  1.02069387
 7182.05000,  1.02471205
 7183.05000,  1.02266985
 7184.05000,  1.02291177
 7185.05000,  1.02229037
 7186.05000,  1.01925556
 7187.05000,  1.02047972
 7188.05000,  1.02122953
 7189.05000,  1.02155403
 7190.05000,  1.01805545
 7191.05000,  1.01464711
 7192.05000,  1.01275199
 7193.05000,  1.00983594
 7194.05000,  1.00465552
 7195.05000,  1.00166918
 7196.05000,  1.00054709
 7197.05000,  0.99668834
 7198.05000,  0.99512903
 7199.05000,  0.99349226
 7200.05000,  0.99079614
 7201.05000,  0.98964663
 7202.05000,  0.99007906
 7203.05000,  0.98805040
 7204.05000,  0.98954241
 7205.05000,  0.98793193
 7206.05000,  0.98847031
 7207.05000,  0.98885701
 7208.05000,  0.98858505
 7209.05000,  0.99049971
 7210.05000,  0.99169694
 7211.05000,  0.99358645
 7212.05000,  0.99384083
 7213.05000,  0.99285707
 7214.05000,  0.99570016
 7215.05000,  0.99522602
 7216.05000,  0.99502889
 7217.05000,  0.99712435
 7218.05000,  1.00032090
 7219.05000,  1.00057216
 7220.05000,  1.00200053
 7221.05000,  1.00177441
 7222.05000,  1.00286922
 7223.05000,  1.00601547
 7224.05000,  1.00447779
 7225.05000,  1.00458478
 7226.05000,  1.00452616
 7227.05000,  1.00469490
 7228.05000,  1.00653187
 7229.05000,  1.00568995
 7230.05000,  1.00922188
 7231.05000,  1.00375404
 7232.05000,  1.00092582
 7233.05000,  1.00328891
 7234.05000,  1.00280534
 7235.05000,  1.00016697
 7236.05000,  0.99847115
 7237.05000,  0.99500270
 7238.05000,  0.99522010
 7239.05000,  0.99324267
 7240.05000,  0.99146289
 7241.05000,  0.99157011
 7242.05000,  0.98972375
 7243.05000,  0.99025857
 7244.05000,  0.98859658
 7245.05000,  0.98931371
 7246.05000,  0.99091553
 7247.05000,  0.99493040
 7248.05000,  0.99372245
 7249.05000,  0.99288834
 7250.05000,  0.99292291
 7251.05000,  0.99558952
 7252.05000,  0.99701497
 7253.05000,  0.99735364
 7254.05000,  1.01021735
 7255.05000,  1.00969801
 7256.05000,  1.00562706
 7257.05000,  1.00569704
 7258.05000,  1.00918264
 7259.05000,  1.01342650
 7260.05000,  1.00950714
 7261.05000,  1.01309330
 7262.05000,  1.01866937
 7263.05000,  1.04909594
 7264.05000,  1.05466836
 7265.05000,  1.01337266
 7266.05000,  1.00930996
 7267.05000,  1.01053337
 7268.05000,  1.01612568
 7269.05000,  1.00325493
 7270.05000,  1.00601846
 7271.05000,  1.01108485
 7272.05000,  1.01396307
 7273.05000,  1.01132618
 7274.05000,  1.00455460
 7275.05000,  1.00395274
 7276.05000,  0.99991898
 7277.05000,  0.99975128
 7278.05000,  1.00097173
 7279.05000,  1.00230688
 7280.05000,  1.00726717
 7281.05000,  0.99724688
 7282.05000,  1.00238885
 7283.05000,  0.99929404
 7284.05000,  0.99900192
 7285.05000,  0.99927323
 7286.05000,  0.99649664
 7287.05000,  0.99730627
 7288.05000,  0.99657728
 7289.05000,  0.99577406
 7290.05000,  0.99638173
 7291.05000,  0.99627256
 7292.05000,  0.99492210
 7293.05000,  0.99667406
 7294.05000,  0.99647031
 7295.05000,  0.99276907
 7296.05000,  0.99447668
 7297.05000,  0.99508676
 7298.05000,  0.99218296
 7299.05000,  0.99318333
 7300.05000,  0.99294496
 7301.05000,  0.99432471
 7302.05000,  0.99166522
 7303.05000,  0.99075054
 7304.05000,  0.99265950
 7305.05000,  0.99459985
 7306.05000,  0.99320093
 7307.05000,  0.99243667
 7308.05000,  0.99211789
 7309.05000,  0.99244822
 7310.05000,  0.99495308
 7311.05000,  0.99611209
 7312.05000,  0.99589793
