#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_white_gray_particles_Fe_2.001: FeXANES_GT5_white_gray_particles_Fe_2.001
#------------------------------------------
# energy, FeXANES_GT5_white_gray_particles_Fe_2.001
 7123.35000,  0.73204896
 7123.65000,  0.76302274
 7123.95000,  0.79701640
 7124.25000,  0.82967759
 7124.55000,  0.85481336
 7124.85000,  0.89821041
 7125.15000,  0.93075189
 7125.45000,  0.96402470
 7125.75000,  0.99364977
 7126.05000,  1.02762307
 7126.35000,  1.05260219
 7126.65000,  1.07925688
 7126.95000,  1.10024597
 7127.25000,  1.12010696
 7127.55000,  1.12582900
 7127.85000,  1.16026047
 7128.15000,  1.17039718
 7128.45000,  1.18527418
 7128.75000,  1.19770980
 7129.05000,  1.20480021
 7129.35000,  1.21429165
 7129.65000,  1.21442687
 7129.95000,  1.21927178
 7130.25000,  1.22102855
 7130.55000,  1.22215384
 7130.85000,  1.22373197
 7131.15000,  1.22107135
 7131.45000,  1.22002379
 7131.75000,  1.22160488
 7132.05000,  1.22280411
 7133.05000,  1.21914921
 7134.05000,  1.20828757
 7135.05000,  1.19508990
 7136.05000,  1.18635137
 7137.05000,  1.17863013
 7138.05000,  1.15542767
 7139.05000,  1.13790982
 7140.05000,  1.12760378
 7141.05000,  1.11070322
 7142.05000,  1.09778535
 7143.05000,  1.09025512
 7144.05000,  1.08321443
 7145.05000,  1.07546854
 7146.05000,  1.06869240
 7147.05000,  1.06115669
 7148.05000,  1.04816429
 7149.05000,  1.03588852
 7150.05000,  1.01472304
 7151.05000,  1.00372846
 7152.05000,  0.98369769
 7153.05000,  0.97016093
 7154.05000,  0.95725687
 7155.05000,  0.94743164
 7156.05000,  0.94370675
 7157.05000,  0.93690609
 7158.05000,  0.93672415
 7159.05000,  0.93153249
 7160.05000,  0.93301800
 7161.05000,  0.93422912
 7162.05000,  0.93406141
 7163.05000,  0.93913282
 7164.05000,  0.94590954
 7165.05000,  0.95238375
 7166.05000,  0.96340102
 7167.05000,  0.96921266
 7168.05000,  0.98297466
 7169.05000,  0.99551431
 7170.05000,  1.00136032
 7171.05000,  1.01037162
 7172.05000,  1.02166941
 7173.05000,  1.02571255
 7174.05000,  1.03702908
 7175.05000,  1.04454892
 7176.05000,  1.04962777
 7177.05000,  1.05013471
 7178.05000,  1.04974461
 7179.05000,  1.05247559
 7180.05000,  1.05356634
 7181.05000,  1.05137965
 7182.05000,  1.04773938
 7183.05000,  1.04764521
 7184.05000,  1.04913478
 7185.05000,  1.04702091
 7186.05000,  1.04562442
 7187.05000,  1.04760987
 7188.05000,  1.04518159
 7189.05000,  1.04541196
 7190.05000,  1.04273569
 7191.05000,  1.03881717
 7192.05000,  1.04029192
 7193.05000,  1.03512513
 7194.05000,  1.03614899
 7195.05000,  1.03688465
 7196.05000,  1.03629140
 7197.05000,  1.03269896
 7198.05000,  1.03147631
 7199.05000,  1.02819577
 7200.05000,  1.02960611
 7201.05000,  1.02562855
 7202.05000,  1.02423122
 7203.05000,  1.02655325
 7204.05000,  1.02245389
 7205.05000,  1.02158184
 7206.05000,  1.01792622
 7207.05000,  1.01425723
 7208.05000,  1.01526834
 7209.05000,  1.01572991
 7210.05000,  1.01454898
 7211.05000,  1.01361989
 7212.05000,  1.00851222
 7213.05000,  1.00302745
 7214.05000,  1.00209971
 7215.05000,  1.00041753
 7216.05000,  0.99834306
 7217.05000,  1.00005282
 7218.05000,  0.99934526
 7219.05000,  0.99833692
 7220.05000,  0.99689888
 7221.05000,  0.99997674
 7222.05000,  0.99941926
 7223.05000,  0.99607749
 7224.05000,  0.99268329
 7225.05000,  0.99409313
 7226.05000,  0.99489953
 7227.05000,  0.99177105
 7228.05000,  0.99041375
 7229.05000,  0.98905137
 7230.05000,  0.98884603
 7231.05000,  0.98548009
 7232.05000,  0.98179950
 7233.05000,  0.98206811
 7234.05000,  0.98263743
 7235.05000,  0.98386752
 7236.05000,  0.98239813
 7237.05000,  0.98254385
 7238.05000,  0.98073602
 7239.05000,  0.98603707
 7240.05000,  0.98874153
 7241.05000,  0.99299967
 7242.05000,  0.99295659
 7243.05000,  0.99113080
 7244.05000,  0.99422764
 7245.05000,  0.99696640
 7246.05000,  0.99593832
 7247.05000,  1.00215010
 7248.05000,  1.00155891
 7249.05000,  1.00097974
 7250.05000,  1.00189202
 7251.05000,  1.00335946
 7252.05000,  1.00287050
 7253.05000,  1.00538160
 7254.05000,  1.01295815
 7255.05000,  1.01771657
 7256.05000,  1.01522895
 7257.05000,  1.00988552
 7258.05000,  1.01052322
 7259.05000,  1.01201215
 7260.05000,  1.00187342
 7261.05000,  1.00609620
 7262.05000,  1.01083914
 7263.05000,  1.02913935
 7264.05000,  1.04027040
 7265.05000,  1.00563886
 7266.05000,  1.00636603
 7267.05000,  1.00995127
 7268.05000,  1.01610388
 7269.05000,  1.00712509
 7270.05000,  1.01482978
 7271.05000,  1.01983753
 7272.05000,  1.02257212
 7273.05000,  1.01927071
 7274.05000,  1.01141229
 7275.05000,  1.01282596
 7276.05000,  1.01426081
 7277.05000,  1.01774782
 7278.05000,  1.01871099
 7279.05000,  1.01832882
 7280.05000,  1.02611314
 7281.05000,  1.01809628
 7282.05000,  1.01712215
 7283.05000,  1.01675638
 7284.05000,  1.01732007
 7285.05000,  1.01409024
 7286.05000,  1.01424158
 7287.05000,  1.01448973
 7288.05000,  1.01166650
 7289.05000,  1.00794647
 7290.05000,  1.00889854
 7291.05000,  1.00575496
 7292.05000,  1.00435747
 7293.05000,  1.00249791
 7294.05000,  1.00145154
 7295.05000,  0.99797223
 7296.05000,  0.99628865
 7297.05000,  0.99471729
 7298.05000,  0.98653057
 7299.05000,  0.98693022
 7300.05000,  0.98122033
 7301.05000,  0.97815442
 7302.05000,  0.97649922
 7303.05000,  0.97840754
 7304.05000,  0.97819449
 7305.05000,  0.97588319
 7306.05000,  0.97606720
 7307.05000,  0.97622604
 7308.05000,  0.97620887
 7309.05000,  0.97453086
 7310.05000,  0.97709053
 7311.05000,  0.97621664
 7312.05000,  0.97650730
