#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_10.001: FeXANES_GT5_flaky_nodule_Fe_10.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_10.001
 7146.05000,  1.02541128
 7147.05000,  1.01012981
 7148.05000,  1.00528515
 7149.05000,  0.98513780
 7150.05000,  0.97017392
 7151.05000,  0.96066742
 7152.05000,  0.95267317
 7153.05000,  0.94609222
 7154.05000,  0.94136848
 7155.05000,  0.93454263
 7156.05000,  0.92728777
 7157.05000,  0.91829686
 7158.05000,  0.91715094
 7159.05000,  0.92055854
 7160.05000,  0.92336961
 7161.05000,  0.92739775
 7162.05000,  0.93248383
 7163.05000,  0.94456590
 7164.05000,  0.94931604
 7165.05000,  0.95316506
 7166.05000,  0.95727488
 7167.05000,  0.95943901
 7168.05000,  0.96618884
 7169.05000,  0.97360830
 7170.05000,  0.98454260
 7171.05000,  0.99807487
 7172.05000,  1.00847248
 7173.05000,  1.01671224
 7174.05000,  1.02448221
 7175.05000,  1.02995849
 7176.05000,  1.03647114
 7177.05000,  1.03928893
 7178.05000,  1.04036802
 7179.05000,  1.04178441
 7180.05000,  1.04680656
 7181.05000,  1.04940469
 7182.05000,  1.04961958
 7183.05000,  1.05206545
 7184.05000,  1.05130320
 7185.05000,  1.04950454
 7186.05000,  1.04948008
 7187.05000,  1.04899601
 7188.05000,  1.04397253
 7189.05000,  1.04673905
 7190.05000,  1.04429512
 7191.05000,  1.04311265
 7192.05000,  1.04027089
 7193.05000,  1.04084297
 7194.05000,  1.04034209
 7195.05000,  1.03620060
 7196.05000,  1.03426571
 7197.05000,  1.03579131
 7198.05000,  1.02759828
 7199.05000,  1.02493141
 7200.05000,  1.02387103
 7201.05000,  1.02031255
 7202.05000,  1.01793084
 7203.05000,  1.01697004
 7204.05000,  1.00945983
 7205.05000,  1.00072996
 7206.05000,  1.00320161
 7207.05000,  1.00382680
 7208.05000,  1.00588065
 7209.05000,  1.00701073
 7210.05000,  1.00563187
 7211.05000,  1.00626244
 7212.05000,  1.00086508
 7213.05000,  0.99924165
 7214.05000,  0.99650779
 7215.05000,  0.99227401
 7216.05000,  0.98863213
 7217.05000,  0.99428942
 7218.05000,  0.99678884
 7219.05000,  1.00240173
 7220.05000,  0.99965965
 7221.05000,  0.99858306
 7222.05000,  0.99884867
 7223.05000,  0.99409612
 7224.05000,  0.99164746
 7225.05000,  0.99175387
 7226.05000,  0.99184229
 7227.05000,  0.98427914
 7228.05000,  0.97935664
 7229.05000,  0.97850182
 7230.05000,  0.97537280
 7231.05000,  0.97570281
 7232.05000,  0.97930437
 7233.05000,  0.97911029
 7234.05000,  0.98192297
 7235.05000,  0.98663690
 7236.05000,  0.99092651
 7237.05000,  0.99732196
 7238.05000,  0.99639698
 7239.05000,  0.99528641
 7240.05000,  0.99324571
 7241.05000,  0.99459079
 7242.05000,  0.99281902
 7243.05000,  0.99508233
 7244.05000,  0.99942892
 7245.05000,  0.99535680
 7246.05000,  0.99727118
 7247.05000,  0.99496699
 7248.05000,  0.99341622
 7249.05000,  0.99168463
 7250.05000,  0.99527253
 7251.05000,  0.99458731
 7252.05000,  0.99570510
 7253.05000,  0.99791461
 7254.05000,  0.99693351
 7255.05000,  0.99687448
 7256.05000,  0.98690518
 7257.05000,  0.99448086
 7258.05000,  0.99799153
 7259.05000,  1.00643985
 7260.05000,  1.00275290
 7261.05000,  1.00651800
 7262.05000,  1.01026560
 7263.05000,  1.02075812
 7264.05000,  1.01054002
 7265.05000,  1.00536610
 7266.05000,  1.00174578
 7267.05000,  1.00007991
 7268.05000,  1.00754636
 7269.05000,  1.00524473
 7270.05000,  1.00637852
 7271.05000,  1.01126587
 7272.05000,  1.01338152
 7273.05000,  1.01173646
 7274.05000,  1.00714658
 7275.05000,  1.00548567
 7276.05000,  1.00736852
 7277.05000,  1.00957477
 7278.05000,  1.01071515
 7279.05000,  1.00790431
 7280.05000,  1.01797839
 7281.05000,  1.01297008
 7282.05000,  1.01518290
 7283.05000,  1.01177055
 7284.05000,  1.00946025
 7285.05000,  1.00213063
 7286.05000,  1.00261452
 7287.05000,  1.00120537
 7288.05000,  1.00130514
 7289.05000,  1.00467221
 7290.05000,  0.99864647
 7291.05000,  0.99965127
 7292.05000,  0.99943407
 7293.05000,  0.99448060
 7294.05000,  0.99560810
 7295.05000,  0.99549554
 7296.05000,  0.99588989
 7297.05000,  0.99925074
 7298.05000,  0.99761473
 7299.05000,  1.00241061
 7300.05000,  0.99566997
 7301.05000,  0.99533676
 7302.05000,  0.99646009
 7303.05000,  0.99265653
 7304.05000,  0.99082803
 7305.05000,  0.98736468
 7306.05000,  0.98556005
 7307.05000,  0.98571468
 7308.05000,  0.98221335
 7309.05000,  0.98301484
 7310.05000,  0.98401459
 7311.05000,  0.98627716
 7312.05000,  0.98423213
