#saved Fri Feb 13 15:41:48 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_8.001: FeXANES_GT15_flaky_gray_mix_Fe_8.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_8.001
 7211.05000,  0.99431018
 7212.05000,  0.98795379
 7213.05000,  0.98624633
 7214.05000,  0.98525776
 7215.05000,  0.98114734
 7216.05000,  0.98408556
 7217.05000,  0.98227026
 7218.05000,  0.98052778
 7219.05000,  0.98526146
 7220.05000,  0.98631699
 7221.05000,  0.99175333
 7222.05000,  0.99099332
 7223.05000,  0.99380185
 7224.05000,  0.99305198
 7225.05000,  0.99469591
 7226.05000,  0.99572989
 7227.05000,  0.99719066
 7228.05000,  0.99477494
 7229.05000,  0.99679913
 7230.05000,  0.99625617
 7231.05000,  0.99627037
 7232.05000,  0.99625528
 7233.05000,  0.99561042
 7234.05000,  0.99320068
 7235.05000,  0.99000709
 7236.05000,  0.99029005
 7237.05000,  0.98880575
 7238.05000,  0.98677396
 7239.05000,  0.98865676
 7240.05000,  0.98801369
 7241.05000,  0.98250067
 7242.05000,  0.98065732
 7243.05000,  0.98087866
 7244.05000,  0.98727618
 7245.05000,  0.98534942
 7246.05000,  0.98903993
 7247.05000,  0.98986265
 7248.05000,  0.98512923
 7249.05000,  0.98310864
 7250.05000,  0.98890619
 7251.05000,  0.99262665
 7252.05000,  0.98921452
 7253.05000,  0.99752718
 7254.05000,  0.99928299
 7255.05000,  1.00573426
 7256.05000,  0.99819815
 7257.05000,  1.00079154
 7258.05000,  1.00309752
 7259.05000,  1.00531097
 7260.05000,  1.00306842
 7261.05000,  1.00672889
 7262.05000,  1.01216668
 7263.05000,  1.01457336
 7264.05000,  1.02696612
 7265.05000,  0.97986406
 7266.05000,  1.00635427
 7267.05000,  1.01337998
 7268.05000,  1.01565811
 7269.05000,  1.01600704
 7270.05000,  1.01669925
 7271.05000,  1.02265748
 7272.05000,  1.02425507
 7273.05000,  1.02609508
 7274.05000,  1.01318671
 7275.05000,  1.02470280
 7276.05000,  1.02393878
 7277.05000,  1.02050242
 7278.05000,  1.02024610
 7279.05000,  1.01866902
 7280.05000,  1.02841146
 7281.05000,  1.02393692
 7282.05000,  1.02063816
 7283.05000,  1.01739209
 7284.05000,  1.01494735
 7285.05000,  1.01426027
 7286.05000,  1.00903317
 7287.05000,  1.00737668
 7288.05000,  0.99876075
 7289.05000,  1.00060796
 7290.05000,  0.99602057
 7291.05000,  0.99474399
 7292.05000,  1.00262544
 7293.05000,  1.00444409
 7294.05000,  1.00225430
 7295.05000,  0.99602105
 7296.05000,  0.99358224
 7297.05000,  0.99296251
 7298.05000,  0.99526220
 7299.05000,  0.99520213
 7300.05000,  0.99361898
 7301.05000,  0.99006336
 7302.05000,  0.99067625
 7303.05000,  0.98800284
 7304.05000,  0.98395455
 7305.05000,  0.98609080
 7306.05000,  0.98804366
 7307.05000,  0.98516015
 7308.05000,  0.98923238
 7309.05000,  0.99098829
 7310.05000,  0.98660113
 7311.05000,  0.98244571
 7312.05000,  0.98941877
