#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flakydark_Fe_1.001: FeXANES_GT15_flakydark_Fe_1.001
#------------------------------------------
# energy, FeXANES_GT15_flakydark_Fe_1.001
 7128.75000,  1.28915939
 7129.05000,  1.29246208
 7129.35000,  1.28770965
 7129.65000,  1.27782843
 7129.95000,  1.26317316
 7130.25000,  1.24533422
 7130.55000,  1.22057153
 7130.85000,  1.19245744
 7131.15000,  1.17211429
 7131.45000,  1.15502417
 7131.75000,  1.13354051
 7132.05000,  1.11440671
 7133.05000,  1.08138940
 7134.05000,  1.04021431
 7135.05000,  1.02045398
 7136.05000,  0.99739356
 7137.05000,  0.98200666
 7138.05000,  0.97964161
 7139.05000,  0.98606436
 7140.05000,  0.99859097
 7141.05000,  1.01110562
 7142.05000,  1.01123036
 7143.05000,  0.99891714
 7144.05000,  0.98673799
 7145.05000,  0.97626852
 7146.05000,  0.94973282
 7147.05000,  0.93362195
 7148.05000,  0.91694848
 7149.05000,  0.90887079
 7150.05000,  0.90364952
 7151.05000,  0.89968998
 7152.05000,  0.90236884
 7153.05000,  0.90805361
 7154.05000,  0.91725929
 7155.05000,  0.92735778
 7156.05000,  0.93160972
 7157.05000,  0.94467920
 7158.05000,  0.95315743
 7159.05000,  0.96323374
 7160.05000,  0.96899121
 7161.05000,  0.98136948
 7162.05000,  0.99019066
 7163.05000,  1.00115308
 7164.05000,  1.01202102
 7165.05000,  1.01698784
 7166.05000,  1.01646461
 7167.05000,  1.02005806
 7168.05000,  1.01929943
 7169.05000,  1.01820802
 7170.05000,  1.02100329
 7171.05000,  1.02172494
 7172.05000,  1.02221569
 7173.05000,  1.02622899
 7174.05000,  1.03140424
 7175.05000,  1.03713984
 7176.05000,  1.04436396
 7177.05000,  1.04193155
 7178.05000,  1.04651305
 7179.05000,  1.04623040
 7180.05000,  1.04557176
 7181.05000,  1.04655815
 7182.05000,  1.04575183
 7183.05000,  1.04315877
 7184.05000,  1.04249007
 7185.05000,  1.03850889
 7186.05000,  1.03760613
 7187.05000,  1.03436821
 7188.05000,  1.03277482
 7189.05000,  1.02919940
 7190.05000,  1.02598563
 7191.05000,  1.01617234
 7192.05000,  1.01695792
 7193.05000,  1.01155381
 7194.05000,  1.00570056
 7195.05000,  1.00379955
 7196.05000,  0.99959520
 7197.05000,  0.99585989
 7198.05000,  0.99561608
 7199.05000,  0.99079518
 7200.05000,  0.99082158
 7201.05000,  0.98851803
 7202.05000,  0.98606342
 7203.05000,  0.98608701
 7204.05000,  0.98537453
 7205.05000,  0.98417607
 7206.05000,  0.98308432
 7207.05000,  0.98231009
 7208.05000,  0.98458545
 7209.05000,  0.98572903
 7210.05000,  0.98380015
 7211.05000,  0.98727664
 7212.05000,  0.98756766
 7213.05000,  0.98717024
 7214.05000,  0.99190150
 7215.05000,  0.99217302
 7216.05000,  0.99151531
 7217.05000,  0.99417511
 7218.05000,  0.99742322
 7219.05000,  0.99305642
 7220.05000,  0.99396551
 7221.05000,  0.99636196
 7222.05000,  0.99566577
 7223.05000,  0.99405698
 7224.05000,  0.99465372
 7225.05000,  0.99647422
 7226.05000,  0.99508320
 7227.05000,  0.99300994
 7228.05000,  0.99330681
 7229.05000,  0.99386597
 7230.05000,  0.99224753
 7231.05000,  0.99246500
 7232.05000,  0.99370137
 7233.05000,  0.99305953
 7234.05000,  0.99320758
 7235.05000,  0.99564306
 7236.05000,  0.99868871
 7237.05000,  1.00013264
 7238.05000,  1.00015012
 7239.05000,  1.00467285
 7240.05000,  1.00867889
 7241.05000,  1.01059096
 7242.05000,  1.01108926
 7243.05000,  1.01151489
 7244.05000,  1.01444141
 7245.05000,  1.01733362
 7246.05000,  1.01834149
 7247.05000,  1.02822570
 7248.05000,  1.01818244
 7249.05000,  1.02130428
 7250.05000,  1.01928225
 7251.05000,  1.01748126
 7252.05000,  1.01936029
 7253.05000,  1.01829871
 7254.05000,  1.02893639
 7255.05000,  1.02482317
 7256.05000,  1.01685898
 7257.05000,  1.01533500
 7258.05000,  1.01867499
 7259.05000,  1.02089253
 7260.05000,  1.01817698
 7261.05000,  1.01702390
 7262.05000,  1.01943547
 7263.05000,  1.03845320
 7264.05000,  1.04902702
 7265.05000,  1.01144827
 7266.05000,  1.01122530
 7267.05000,  1.00993782
 7268.05000,  1.01276927
 7269.05000,  1.00593182
 7270.05000,  1.00724442
 7271.05000,  1.00455053
 7272.05000,  1.00672909
 7273.05000,  1.00895368
 7274.05000,  0.99802105
 7275.05000,  0.99937102
 7276.05000,  0.99813193
 7277.05000,  0.99711843
 7278.05000,  0.99685162
 7279.05000,  0.99656824
 7280.05000,  0.99876266
 7281.05000,  0.99518804
 7282.05000,  0.99636541
 7283.05000,  0.99301612
 7284.05000,  0.99020395
 7285.05000,  0.99193077
 7286.05000,  0.98970545
 7287.05000,  0.99049589
 7288.05000,  0.98919971
 7289.05000,  0.98960287
 7290.05000,  0.99080521
 7291.05000,  0.98901164
 7292.05000,  0.99189279
 7293.05000,  0.99062778
 7294.05000,  0.99133075
 7295.05000,  0.98978175
 7296.05000,  0.99216926
 7297.05000,  0.99045223
 7298.05000,  0.99123970
 7299.05000,  0.99050361
 7300.05000,  0.98988133
 7301.05000,  0.99164195
 7302.05000,  0.99012891
 7303.05000,  0.98877658
 7304.05000,  0.99193337
 7305.05000,  0.98823556
 7306.05000,  0.99099890
 7307.05000,  0.99293084
 7308.05000,  0.99147673
 7309.05000,  0.99146329
 7310.05000,  0.99184965
 7311.05000,  0.99250991
 7312.05000,  0.99017956
