#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_Fe_2.001: FeXANES_GT15_Fe_2.001
#------------------------------------------
# energy, FeXANES_GT15_Fe_2.001
 7130.85000,  1.21192040
 7131.15000,  1.19455802
 7131.45000,  1.18193699
 7131.75000,  1.17081026
 7132.05000,  1.15611028
 7133.05000,  1.14377677
 7134.05000,  1.09390111
 7135.05000,  1.06897284
 7136.05000,  1.04989706
 7137.05000,  1.03417195
 7138.05000,  1.02715063
 7139.05000,  1.01964292
 7140.05000,  1.02101707
 7141.05000,  1.01858485
 7142.05000,  1.01481641
 7143.05000,  1.01030538
 7144.05000,  0.98780525
 7145.05000,  0.97661879
 7146.05000,  0.96577353
 7147.05000,  0.94227092
 7148.05000,  0.92480891
 7149.05000,  0.91122517
 7150.05000,  0.90639398
 7151.05000,  0.90015749
 7152.05000,  0.89780923
 7153.05000,  0.90098141
 7154.05000,  0.90708651
 7155.05000,  0.90997801
 7156.05000,  0.91747027
 7157.05000,  0.92262338
 7158.05000,  0.92684445
 7159.05000,  0.93743561
 7160.05000,  0.94668648
 7161.05000,  0.95605559
 7162.05000,  0.96062382
 7163.05000,  0.96932447
 7164.05000,  0.97684063
 7165.05000,  0.99077171
 7166.05000,  0.99560037
 7167.05000,  0.99356080
 7168.05000,  0.99730397
 7169.05000,  0.99968037
 7170.05000,  1.00268204
 7171.05000,  1.00514816
 7172.05000,  1.00811347
 7173.05000,  1.01211832
 7174.05000,  1.01813364
 7175.05000,  1.02248123
 7176.05000,  1.02833983
 7177.05000,  1.03155944
 7178.05000,  1.03459639
 7179.05000,  1.03516723
 7180.05000,  1.03570708
 7181.05000,  1.03449683
 7182.05000,  1.03455411
 7183.05000,  1.03519210
 7184.05000,  1.03406911
 7185.05000,  1.03056782
 7186.05000,  1.03069238
 7187.05000,  1.02979464
 7188.05000,  1.02777816
 7189.05000,  1.02787533
 7190.05000,  1.02484039
 7191.05000,  1.01979089
 7192.05000,  1.01741907
 7193.05000,  1.01407247
 7194.05000,  1.00798070
 7195.05000,  1.00477451
 7196.05000,  1.00301354
 7197.05000,  0.99970936
 7198.05000,  0.99634372
 7199.05000,  0.99428645
 7200.05000,  0.99279512
 7201.05000,  0.98856881
 7202.05000,  0.99007880
 7203.05000,  0.98782534
 7204.05000,  0.98669399
 7205.05000,  0.98494210
 7206.05000,  0.98505063
 7207.05000,  0.98357232
 7208.05000,  0.98380104
 7209.05000,  0.98293845
 7210.05000,  0.98488075
 7211.05000,  0.98339495
 7212.05000,  0.97992547
 7213.05000,  0.98445796
 7214.05000,  0.98333369
 7215.05000,  0.98381487
 7216.05000,  0.98656056
 7217.05000,  0.98661474
 7218.05000,  0.98504227
 7219.05000,  0.98619448
 7220.05000,  0.98679323
 7221.05000,  0.98896582
 7222.05000,  0.98842207
 7223.05000,  0.98586291
 7224.05000,  0.98660712
 7225.05000,  0.98532996
 7226.05000,  0.98340572
 7227.05000,  0.98691347
 7228.05000,  0.98791548
 7229.05000,  0.98807525
 7230.05000,  0.98790175
 7231.05000,  0.98949970
 7232.05000,  0.98982361
 7233.05000,  0.99025807
 7234.05000,  0.99056714
 7235.05000,  0.99080500
 7236.05000,  0.99067905
 7237.05000,  0.99441294
 7238.05000,  0.99585160
 7239.05000,  0.99681036
 7240.05000,  0.99875147
 7241.05000,  1.00232659
 7242.05000,  1.00539623
 7243.05000,  1.00804297
 7244.05000,  1.00984629
 7245.05000,  1.01470042
 7246.05000,  1.01406524
 7247.05000,  1.02113870
 7248.05000,  1.01619673
 7249.05000,  1.01435566
 7250.05000,  1.01323080
 7251.05000,  1.01666590
 7252.05000,  1.01443783
 7253.05000,  1.01498920
 7254.05000,  1.02100418
 7255.05000,  1.02358125
 7256.05000,  1.01763394
 7257.05000,  1.01621193
 7258.05000,  1.01651605
 7259.05000,  1.02104567
 7260.05000,  1.01345417
 7261.05000,  1.01754833
 7262.05000,  1.02472236
 7263.05000,  1.05054880
 7264.05000,  1.03872497
 7265.05000,  0.98959916
 7266.05000,  1.00900172
 7267.05000,  1.00967885
 7268.05000,  1.01258208
 7269.05000,  1.00313341
 7270.05000,  1.00557297
 7271.05000,  1.00687017
 7272.05000,  1.00774420
 7273.05000,  1.00840913
 7274.05000,  0.99926043
 7275.05000,  0.99932901
 7276.05000,  1.00215825
 7277.05000,  0.99613132
 7278.05000,  0.99482142
 7279.05000,  0.99844311
 7280.05000,  0.99848921
 7281.05000,  0.99660825
 7282.05000,  0.99500031
 7283.05000,  0.99229935
 7284.05000,  0.99359820
 7285.05000,  0.99516428
 7286.05000,  0.99363127
 7287.05000,  0.99235324
 7288.05000,  0.99464350
 7289.05000,  0.99327512
 7290.05000,  0.99235756
 7291.05000,  0.99332896
 7292.05000,  0.99335435
 7293.05000,  0.99405988
 7294.05000,  0.99743253
 7295.05000,  0.99401473
 7296.05000,  0.99403789
 7297.05000,  0.99477315
 7298.05000,  0.99403866
 7299.05000,  0.99483333
 7300.05000,  0.99748852
 7301.05000,  0.99648294
 7302.05000,  0.99454462
 7303.05000,  0.99563572
 7304.05000,  0.99502390
 7305.05000,  0.99605504
 7306.05000,  0.99579962
 7307.05000,  0.99602263
 7308.05000,  0.99921606
 7309.05000,  0.99594926
 7310.05000,  0.99283114
 7311.05000,  0.99602770
 7312.05000,  0.99868099
