#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flakydark_Fe_3.001: FeXANES_GT15_flakydark_Fe_3.001
#------------------------------------------
# energy, FeXANES_GT15_flakydark_Fe_3.001
 7277.05000,  0.99763202
 7278.05000,  1.00089760
 7279.05000,  0.99941500
 7280.05000,  1.00006810
 7281.05000,  0.99606422
 7282.05000,  0.99269027
 7283.05000,  0.99456182
 7284.05000,  0.99282315
 7285.05000,  0.99062150
 7286.05000,  0.98874827
 7287.05000,  0.99133616
 7288.05000,  0.99118936
 7289.05000,  0.99071150
 7290.05000,  0.99174634
 7291.05000,  0.98757831
 7292.05000,  0.99403283
 7293.05000,  0.99155738
 7294.05000,  0.99061368
 7295.05000,  0.98853218
 7296.05000,  0.99279879
 7297.05000,  0.99319886
 7298.05000,  0.99065665
 7299.05000,  0.99091660
 7300.05000,  0.99120770
 7301.05000,  0.99149332
 7302.05000,  0.99097587
 7303.05000,  0.99017417
 7304.05000,  0.98924622
 7305.05000,  0.99305305
 7306.05000,  0.98908401
 7307.05000,  0.99222056
 7308.05000,  0.99222162
 7309.05000,  0.99054202
 7310.05000,  0.99303534
 7311.05000,  0.99121086
 7312.05000,  0.99291223
