#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_Fe_4.001: FeXANES_GT15_Fe_4.001
#------------------------------------------
# energy, FeXANES_GT15_Fe_4.001
 7234.05000,  1.05588177
 7235.05000,  1.05649662
 7236.05000,  1.05782402
 7237.05000,  1.05293302
 7238.05000,  1.04703321
 7239.05000,  1.03956549
 7240.05000,  1.03931564
 7241.05000,  1.03788685
 7242.05000,  1.03605487
 7243.05000,  1.03346392
 7244.05000,  1.02763255
 7245.05000,  1.01660017
 7246.05000,  1.01858263
 7247.05000,  1.02783464
 7248.05000,  1.01925870
 7249.05000,  1.01813613
 7250.05000,  1.02270003
 7251.05000,  1.02527995
 7252.05000,  1.02319440
 7253.05000,  1.01789873
 7254.05000,  1.01930731
 7255.05000,  1.02600802
 7256.05000,  1.02194284
 7257.05000,  1.02134511
 7258.05000,  1.02068533
 7259.05000,  1.02948488
 7260.05000,  1.01536502
 7261.05000,  1.03117219
 7262.05000,  1.03870035
 7263.05000,  1.05472732
 7264.05000,  1.07046018
 7265.05000,  1.01489606
 7266.05000,  1.04121527
 7267.05000,  1.04216644
 7268.05000,  1.05012632
 7269.05000,  1.03287044
 7270.05000,  1.02852977
 7271.05000,  1.02285250
 7272.05000,  1.02958717
 7273.05000,  1.02892311
 7274.05000,  1.01548270
 7275.05000,  1.01549728
 7276.05000,  1.01246818
 7277.05000,  1.01180199
 7278.05000,  1.00590487
 7279.05000,  0.99751221
 7280.05000,  1.00278484
 7281.05000,  0.99536693
 7282.05000,  0.98969939
 7283.05000,  0.98901624
 7284.05000,  0.98663853
 7285.05000,  0.98260012
 7286.05000,  0.97867542
 7287.05000,  0.97632645
 7288.05000,  0.97167259
 7289.05000,  0.97369690
 7290.05000,  0.97427546
 7291.05000,  0.97335797
 7292.05000,  0.97147097
 7293.05000,  0.96758426
 7294.05000,  0.96789841
 7295.05000,  0.96534871
 7296.05000,  0.96459035
 7297.05000,  0.96297731
 7298.05000,  0.96346305
 7299.05000,  0.96919716
 7300.05000,  0.96808171
 7301.05000,  0.95808042
 7302.05000,  0.95797525
 7303.05000,  0.96201717
 7304.05000,  0.96675821
 7305.05000,  0.96180783
 7306.05000,  0.96009162
 7307.05000,  0.96307720
 7308.05000,  0.96772150
 7309.05000,  0.97915995
 7310.05000,  0.98434942
 7311.05000,  0.97808470
 7312.05000,  0.97598390
