#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_5.001: FeXANES_GT5_flaky_nodule_Fe_5.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_5.001
 7136.05000,  0.99620863
 7137.05000,  0.99028765
 7138.05000,  0.98303165
 7139.05000,  0.98492602
 7140.05000,  0.97784025
 7141.05000,  0.98298422
 7142.05000,  0.98782151
 7143.05000,  0.98806269
 7144.05000,  0.98570267
 7145.05000,  0.98675378
 7146.05000,  0.98669286
 7147.05000,  0.98615997
 7148.05000,  0.99063824
 7149.05000,  0.99446741
 7150.05000,  0.99786448
 7151.05000,  0.98821925
 7152.05000,  0.98763061
 7153.05000,  0.98324336
 7154.05000,  0.97981886
 7155.05000,  0.97380268
 7156.05000,  0.96914886
 7157.05000,  0.96745497
 7158.05000,  0.96924495
 7159.05000,  0.95720894
 7160.05000,  0.95828192
 7161.05000,  0.95484995
 7162.05000,  0.95749839
 7163.05000,  0.96283049
 7164.05000,  0.96711089
 7165.05000,  0.96796840
 7166.05000,  0.96954461
 7167.05000,  0.97420662
 7168.05000,  0.97576656
 7169.05000,  0.97997239
 7170.05000,  0.98218592
 7171.05000,  0.98466604
 7172.05000,  0.98052221
 7173.05000,  0.97952262
 7174.05000,  0.97775167
 7175.05000,  0.98075577
 7176.05000,  0.98076812
 7177.05000,  0.97771728
 7178.05000,  0.98120549
 7179.05000,  0.99525027
 7180.05000,  0.99635122
 7181.05000,  1.00676001
 7182.05000,  1.01036220
 7183.05000,  1.01361819
 7184.05000,  1.01340037
 7185.05000,  1.02257642
 7186.05000,  1.03350279
 7187.05000,  1.04244244
 7188.05000,  1.04748641
 7189.05000,  1.04582284
 7190.05000,  1.05430384
 7191.05000,  1.05864711
 7192.05000,  1.05914693
 7193.05000,  1.06778583
 7194.05000,  1.07163148
 7195.05000,  1.07055497
 7196.05000,  1.06851395
 7197.05000,  1.06346476
 7198.05000,  1.05831774
 7199.05000,  1.05059326
 7200.05000,  1.04106227
 7201.05000,  1.03189565
 7202.05000,  1.02124223
 7203.05000,  1.01490341
 7204.05000,  1.01218357
 7205.05000,  1.00832669
 7206.05000,  1.00141223
 7207.05000,  1.00095824
 7208.05000,  1.00021902
 7209.05000,  1.00207127
 7210.05000,  1.00837219
 7211.05000,  1.01464281
 7212.05000,  1.01454550
 7213.05000,  1.02191691
 7214.05000,  1.03123388
 7215.05000,  1.03958491
 7216.05000,  1.05002533
 7217.05000,  1.05265400
 7218.05000,  1.05514270
 7219.05000,  1.05981067
 7220.05000,  1.06107912
 7221.05000,  1.06255476
 7222.05000,  1.06244883
 7223.05000,  1.06545025
 7224.05000,  1.05661564
 7225.05000,  1.04188165
 7226.05000,  1.02854050
 7227.05000,  1.00854970
 7228.05000,  1.00527334
 7229.05000,  0.99443955
 7230.05000,  0.98202021
 7231.05000,  0.97221254
 7232.05000,  0.96903018
 7233.05000,  0.96143090
 7234.05000,  0.96466972
 7235.05000,  0.96144437
 7236.05000,  0.96237008
 7237.05000,  0.96968684
 7238.05000,  0.97475656
 7239.05000,  0.98133743
 7240.05000,  0.99150833
 7241.05000,  0.99398399
 7242.05000,  0.99480891
 7243.05000,  0.99817382
 7244.05000,  0.99336496
 7245.05000,  0.99150525
 7246.05000,  0.98904816
 7247.05000,  0.98463484
 7248.05000,  0.98467245
 7249.05000,  0.98837549
 7250.05000,  0.98944996
 7251.05000,  0.98742644
 7252.05000,  0.98764123
 7253.05000,  0.98548993
 7254.05000,  0.98591802
 7255.05000,  0.98351516
 7256.05000,  0.98071194
 7257.05000,  0.98020917
 7258.05000,  0.99292468
 7259.05000,  1.00904874
 7260.05000,  0.99939513
 7261.05000,  1.00229801
 7262.05000,  1.00317535
 7263.05000,  1.00527431
 7264.05000,  1.00036283
 7265.05000,  1.00550330
 7266.05000,  0.99871551
 7267.05000,  0.99818042
 7268.05000,  1.00256583
 7269.05000,  0.99232830
 7270.05000,  0.99171736
 7271.05000,  0.99248936
 7272.05000,  0.99434909
 7273.05000,  0.99233137
 7274.05000,  0.99202181
 7275.05000,  0.99508816
 7276.05000,  0.99626855
 7277.05000,  0.99802397
 7278.05000,  0.99812547
 7279.05000,  0.98899891
 7280.05000,  0.99084992
 7281.05000,  0.98755982
 7282.05000,  0.98425516
 7283.05000,  0.97983648
 7284.05000,  0.97894682
 7285.05000,  0.97738832
 7286.05000,  0.96889588
 7287.05000,  0.96929843
 7288.05000,  0.96805725
 7289.05000,  0.97548109
 7290.05000,  0.98642870
 7291.05000,  0.98800466
 7292.05000,  0.97975971
 7293.05000,  0.97650252
 7294.05000,  0.99284631
 7295.05000,  0.99622901
 7296.05000,  1.00116627
 7297.05000,  1.00637381
 7298.05000,  1.01044937
 7299.05000,  1.00045764
 7300.05000,  1.00250362
 7301.05000,  0.99682524
 7302.05000,  0.98876653
 7303.05000,  0.98588133
 7304.05000,  0.98202093
 7305.05000,  0.98138846
 7306.05000,  0.98939697
 7307.05000,  1.00171453
 7308.05000,  1.01855442
 7309.05000,  1.02127941
 7310.05000,  1.03071745
 7311.05000,  1.03567092
 7312.05000,  1.03655375
